# Downloaded from http://scsie.uv.es/chipsdna/mRNA%20final%20data.txt
# From Genomic Run-On Evaluates Transcription Rates for All Yeast Genes and Identifies Gene Regulatory Mechanisms, 
# Molecular Cell Volume 15, Issue 2, 23 July 2004, Pages 303–313 José Garci´a-Marti´nez1, 2, Agusti´n Aranda1, 3, José E Pérez-Orti´n
# http://www.sciencedirect.com/science/article/pii/S1097276504003375
#ORF name	Gene name	Biological Process	mRNA t0	SD t0	mRNA t1	SD t1	mRNA t2	SD t2	mRNA t3	SD t3	mRNA t4	SD t4	mRNA t5	SD t5
orf	gene	biological.process	mrna.t0	sd.t0	mrna.t1	sd.t1	mrna.t2	sd.t2	mrna.t3	sd.t3	mrna.t4	sd.t4	mrna.t5	sd.t5
YOL129W	YOL129W	unknown	21.1783	5.9594	15.394	5.5306	23.4771	5.762	11.6073	2.9295	15.9734	5.5044	24.8817	5.6964
YOL130W	ALR1	aluminum resistance	58.4407	6.4	40.6205	6.1321	26.3053	6.2914	29.9304	6.4377	42.65	5.9039	29.063	6.2073
YOL131W	YOL131W	unknown	NA	NA	NA	NA	0.7591	6.051	NA	NA	NA	NA	NA	NA
YOL132W	YOL132W	unknown	2.7004	4.8914	1.0194	5.8496	0.9639	6.272	1.7083	4.8354	2.967	4.0191	2.4172	3.9057
YOL133W	HRT1	unknown	53.6866	5.4104	37.0824	5.1987	22.6501	5.3187	23.6554	5.4224	31.0542	4.973	26.0617	5.2401
YOL134C	YOL134C	unknown	62.2884	8.6173	36.9197	8.1	25.942	8.352	25.2728	8.5256	45.8722	7.9383	32.2819	8.4009
YOL135C	MED7	transcription	38.1899	6.9347	25.9965	6.4945	19.3726	6.7067	15.9826	3.4484	26.9293	6.4045	19.5195	6.8369
YOL136C	PFK27	fructose metabolism	127.7791	8.219	111.6731	8.0773	49.315	8.173	45.583	8.2793	79.2243	7.5899	54.5801	7.9134
YOL137W	YOL137W	unknown	21.6158	6.7043	14.5441	3.1402	7.8705	3.4279	9.5281	3.3782	11.8517	3.2115	11.2751	3.3095
YOL138C	YOL138C	unknown	8.4322	4.2584	6.2155	4.0778	4.9554	4.256	6.0883	4.0059	10.5962	3.5732	5.8608	3.8506
YOL139C	CDC33	protein synthesis	454.4399	6.889	272.1695	6.8709	69.2449	6.9092	123.0083	7.107	250.0583	6.4282	153.5251	6.6683
YOL141W	PPM2	protein modification	13.4855	3.7314	8.3445	3.6289	2.584	4.8832	8.3592	3.6038	12.2257	3.3439	5.2496	3.7259
YOL142W	RRP40	rRNA processing	28.4304	6.2133	19.0784	5.7997	5.8662	3.4425	12.3991	3.1	18.3607	5.7907	13.0084	3.097
YOL143C	RIB4	riboflavin biosynthesis	314.337	5.8247	231.3521	5.8141	100.3235	5.9167	167.9598	6.0594	397.3918	5.4792	375.7182	5.8401
YOL144W	NOP8	ribosome biogenesis (putative)	22.627	5.988	17.4924	5.5384	3.7628	3.6497	11.0378	2.9718	17.0467	5.5313	11.5851	2.9661
YOL145C	CTR9	mitosis, chromosome segregation	33.476	6.8687	12.0151	3.4244	6.4519	3.8215	11.0556	3.5082	14.8947	3.3042	20.1001	6.7434
YOL146W	YOL146W	unknown	15.9661	3.4591	7.5382	3.5169	6.3812	3.5786	11.0657	3.3002	17.1459	6.1322	16.493	6.4256
YOL147C	PEX11	peroxisome biogenesis	35.4253	6.1565	19.5784	5.7697	18.6485	5.9831	15.9862	6.1042	30.1017	5.6766	14.2825	3.0655
YOL148C	SPT20	chromatin structure	34.9612	7.0354	24.6924	6.5707	16.7202	3.3859	18.1964	6.961	27.8979	6.4811	23.6628	6.8785
YOL149W	DCP1	mRNA decay	24.4176	7.3484	17.9258	6.8138	9.1694	3.7213	11.3077	3.676	19.8477	6.7421	17.484	3.5545
YOL150C	YOL150C	unknown	12.4912	4.7229	20.6724	7.7928	16.7456	3.9784	3.4858	5.4371	NA	NA	4.7323	4.6665
YOL151W	GRE2	unknown	76.4238	6.4537	55.6444	6.2535	30.9331	6.3732	24.5455	6.4176	33.2091	5.9088	32.2779	6.237
YOL152W	FRE7	unknown	9.8907	3.8758	4.5042	4.1229	83.5615	6.8745	21.7735	6.6534	34.2983	6.171	9.5885	3.4514
YOL153C	pseudo-CPS1-hom	unknown	36.0902	6.5513	29.2285	6.1867	26.5322	6.4665	23.6884	6.5487	35.781	6.0515	26.1767	6.3951
YOL154W	YOL154W	unknown	3.2399	4.8564	1.2541	5.7274	0.542	7.8231	0.253	8.2476	1.727	4.6007	0.8318	4.6785
YOL155C	YOL155C	unknown	56.1824	7.9093	29.0244	7.3891	60.2476	7.9984	72.5927	8.1674	74.6553	7.362	79.2431	7.6899
YOL156W	HXT11	transport	6.5618	3.8108	4.4962	3.7328	5.9403	3.4249	4.4559	3.6342	6.076	3.3391	3.4484	3.5298
YOL157C	YOL157C	unknown	19.2602	6.1279	14.6161	5.6635	4.8962	3.4298	9.4474	3.0475	15.9611	5.6091	11.7015	2.9891
YOL159C	YOL159C	unknown	21.7378	8.1316	16.4444	3.763	19.5815	7.4779	16.0121	3.8798	20.9565	7.3176	24.2411	7.6147
YOL160W	YOL160W	unknown	4.0666	5.7017	2.6448	5.8427	NA	NA	2.2074	5.8231	NA	NA	2.0363	5.0162
YOL161C	YOL161C	unknown	2.7645	5.4242	1.8595	5.5719	1.0989	6.762	1.3906	5.6912	2.2875	4.6901	1.6734	4.5417
YOL162W	YOL162W	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YOL163W	YOL163W	unknown	3.5486	3.7603	1.9082	4.0097	1.9924	4.0177	0.7252	4.8834	1.657	3.682	1.3785	3.4901
YOL164W	YOL164W	unknown	10.0277	3.2305	5.6245	3.2352	4.8782	3.2881	7.4776	3.0273	10.1325	2.8414	7.515	2.9875
YOL165C	AAD15	unknown	17.3373	5.7717	9.9905	2.7742	12.182	2.6937	9.688	2.8292	14.7184	5.268	11.2214	2.7988
YOL166C	YOL166C	unknown	4.9618	5.632	0.124	13.9052	0.7975	8.9768	0.2232	10.9622	2.431	5.4565	1.3079	5.498
YOR001W	RRP6	rRNA processing, 5.8S	62.6231	6.6936	40.2192	6.3941	9.5421	3.3856	21.0037	6.6147	40.6101	6.1626	23.9261	6.5115
YOR002W	ALG6	protein glycosylation	191.5439	7.353	101.3486	7.2006	91.4758	7.4493	55.9174	7.4583	77.5537	6.7726	56.4488	7.0511
YOR003W	YSP3	protein degradation	10.1669	3.3809	4.0715	3.6769	12.2657	2.9026	6.8941	3.2165	8.8766	3.0325	8.3937	3.0922
YOR004W	YOR004W	unknown	24.4896	6.0865	16.0938	5.6915	0.8138	5.9971	7.6362	3.1851	13.4497	2.8926	6.7015	3.1803
YOR005C	DNL4	DNA repair	19.6107	6.917	13.8626	3.2281	13.0968	3.2314	14.3662	3.3114	15.3867	3.1789	12.7665	3.3454
YOR006C	YOR006C	unknown	4.7337	3.3442	7.4142	2.7273	8.0571	2.6334	6.5378	2.7825	9.1641	2.5972	14.5303	5.1713
YOR007C	SGT2	unknown	243.3368	5.9918	166.5925	5.9553	71.6919	6.0488	77.8878	6.1522	129.1506	5.564	98.45	5.775
YOR008C	SLG1	signaling, stress response and cell wall integrity	87.0592	6.5994	65.749	6.4252	64.7426	6.6818	59.5937	6.7663	92.7021	6.1403	81.5099	6.3859
YOR008C-A	KIM1	biological_process unknown	85.8014	7.9953	46.9429	7.6177	40.6483	7.9239	48.9646	8.1116	59.5188	7.3772	49.2538	7.7272
YOR009W	TIR4	unknown	10.4044	4.5652	6.6116	4.5036	3.3463	5.3701	2.4645	5.5071	4.2818	4.6322	5.3768	4.3101
YOR010C	TIR2	unknown	112.0634	7.0654	54.3107	6.7944	16.0719	3.3732	11.9786	3.5551	14.4629	3.3906	9.5906	3.6214
YOR011W	AUS1	unknown	5.0592	4.7563	4.4653	4.4475	2.4071	5.2978	1.5525	5.5428	1.6914	4.9772	0.8012	5.0539
YOR012W	YOR012W	unknown	71.0985	6.4048	48.5094	6.1755	39.9502	6.3987	29.5901	6.4262	55.214	5.9226	53.2173	6.1889
YOR013W	YOR013W	unknown	79.6778	5.9088	64.5539	5.7715	51.2981	5.9598	36.1737	5.9813	72.0881	5.4846	60.6516	5.7058
YOR014W	RTS1	stress response	107.64	7.5243	72.7353	7.3116	71.5054	7.6055	50.3784	7.6362	87.3938	6.9747	70.9179	7.2571
YOR015W	YOR015W	unknown	25.7599	9.9559	15.1678	4.8047	16.0374	4.6837	11.6568	5.0317	17.692	4.6463	18.2857	4.7658
YOR016C	ERP4	membrane trafficking; secretion (putative)	65.1731	7.0917	41.3082	6.7649	22.7634	6.8805	31.9008	7.1217	39.9266	6.5215	27.3797	6.8901
YOR017W	PET127	protein synthesis	33.7332	7.1023	20.0472	6.6682	14.9361	3.4287	16.4418	3.5188	31.2455	6.5229	22.8023	6.9434
YOR019W	YOR019W	unknown	3.5272	5.3498	3.5516	4.9059	9.3555	3.8095	9.1126	3.8907	7.5291	3.9341	4.5782	4.1314
YOR020C	HSP10	protein folding	147.7671	5.8534	116.9695	5.7931	134.1374	5.9958	107.0166	6.071	139.5345	5.4587	89.0247	5.6503
YOR021C	YOR021C	unknown	27.3821	5.9626	27.5466	5.6179	4.3128	3.5442	19.5029	5.9061	31.1806	5.4782	19.6076	5.8171
YOR022C	YOR022C	unknown	16.733	4.0248	11.8496	3.7882	19.8183	7.1895	17.7015	3.6995	25.4307	6.9145	21.418	7.3366
YOR023C	AHC1	chromatin structure	105.1271	8.0215	69.4119	7.7664	74.0244	8.1078	60.8256	8.1811	76.7158	7.4183	58.7376	7.7358
YOR024W	YOR024W	unknown	5.4648	4.1422	NA	NA	3.9826	4.003	1.1909	5.2249	4.8868	3.6249	2.3267	3.8774
YOR025W	HST3	silencing	84.1831	6.4028	46.8919	6.1541	32.0461	6.3288	27.2248	6.3915	47.2636	5.8949	31.5566	6.1819
YOR026W	BUB3	cell cycle, checkpoint	94.7882	6.9493	65.6849	6.7498	37.4983	6.8887	34.385	6.9779	48.6561	6.3899	39.5333	6.7017
YOR027W	STI1	protein folding	311.2537	6.33	257.7379	6.323	76.9644	6.3869	97.3467	6.518	217.9321	5.9094	224.7079	6.2137
YOR028C	CIN5	salt tolerance	18.2652	4.0647	7.3137	4.2976	7.1855	4.2324	8.1815	4.1337	13.2161	3.7666	20.515	7.5036
YOR029W	YOR029W	unknown	6.1162	4.5449	4.2963	4.4648	1.6324	5.9401	1.0191	6.1372	2.7903	4.4987	4.8809	3.9349
YOR030W	DFG16	invasive growth	37.5648	8.1494	23.2914	7.6362	17.9295	3.9203	21.3508	8.041	37.1345	7.4754	34.0635	7.915
YOR031W	CRS5	Cu2+ ion homeostasis	11.6238	2.8766	4.844	3.0374	15.4837	5.142	40.4057	5.4566	42.0614	4.9321	24.5077	5.1695
YOR032C	HMS1	pseudohyphal growth	55.3989	7.7521	20.7309	7.3162	30.1679	7.6209	32.3869	7.7829	43.121	7.1481	29.2588	7.5575
YOR033C	EXO1	DNA repair	17.1811	3.5733	9.8848	3.4777	6.6385	3.7131	9.4644	3.5104	12.3587	3.315	7.054	3.5815
YOR034C	AKR2	endocytosis of Ste3p	34.0285	6.606	23.4243	6.1755	12.9449	3.214	13.2488	3.3081	17.7077	6.2308	14.9952	3.2893
YOR035C	SHE4	asymmetric HO expression	64.0956	7.0316	45.3598	6.7428	65.0394	7.1343	47.1219	7.1688	60.6146	6.516	57.9925	6.8091
YOR036W	PEP12	vacuolar protein targeting	34.3448	5.547	24.6954	5.2361	20.8122	5.4524	20.7785	5.5521	30.0455	5.1215	36.3325	5.3955
YOR037W	CYC2	mitochondrial protein targeting	62.1606	7.2023	42.3587	6.8785	33.2643	7.1239	33.7766	7.2501	46.2957	6.6439	40.2835	6.9801
YOR038C	HIR2	transcription	34.4647	7.0194	24.1458	6.5536	12.4122	3.4475	20.541	6.9446	33.7491	6.4552	21.6708	6.8792
YOR039W	CKB2	salt tolerance	94.2184	6.3186	62.3613	6.1427	33.1265	6.2509	36.6127	6.3776	60.8946	5.8371	33.4903	6.0905
YOR040W	GLO4	methylglyoxal resistance	3.2333	4.1626	4.9845	3.4214	5.7882	3.2381	8.3262	3.0574	8.2529	3.0011	8.7585	3.0193
YOR041C	YOR041C	unknown	176.5623	7.9812	104.2796	7.8115	129.8573	8.1407	100.4432	8.2196	143.9734	7.4209	137.2697	7.7282
YOR042W	YOR042W	unknown	63.9874	5.627	38.355	5.3979	61.2083	5.7217	41.8773	5.7434	51.0755	5.2066	55.2006	5.441
YOR043W	WHI2	cell size	68.025	6.755	49.0086	6.507	26.7974	6.6219	31.7703	6.7894	58.1079	6.2526	59.5228	6.5359
YOR044W	YOR044W	unknown	69.0748	7.5749	45.0504	7.2342	44.1299	7.563	35.3721	7.6192	57.8977	7.0048	77.7485	7.3445
YOR045W	TOM6	mitochondrial protein targeting	67.2553	6.8915	58.8828	6.6884	38.8624	6.8666	39.2294	6.9802	63.1743	6.388	26.6205	6.6909
YOR046C	DBP5	mRNA export	158.0166	6.9125	97.398	6.7801	23.6436	6.6762	44.4216	6.9788	76.8816	6.3783	64.6175	6.6406
YOR047C	STD1	glucose repression	116.0363	7.6007	81.1307	7.4094	14.8328	3.662	23.6206	7.4726	31.4879	6.936	27.2278	7.356
YOR048C	RAT1	transcription	66.3443	6.3946	45.0987	6.1497	14.9035	3.0643	13.5722	3.1716	40.7293	5.8859	32.3982	6.1879
YOR049C	YOR049C	unknown	59.0264	6.8432	44.2699	6.5671	29.1175	6.7427	21.938	6.7742	31.4002	6.2779	33.7861	6.6371
YOR050C	YOR050C	unknown	37.789	6.0218	27.9378	5.6974	17.0057	5.8246	22.6246	6.0272	34.5871	5.5651	28.7685	5.8651
YOR051C	YOR051C	unknown	113.5326	6.4519	81.4119	6.3188	13.3149	3.0913	28.3258	6.4328	48.032	5.9255	43.8316	6.2051
YOR052C	YOR052C	unknown	92.7572	6.3829	80.5979	6.2617	69.0772	6.4741	51.4841	6.5163	85.1588	5.9287	106.5325	6.1988
YOR053W	YOR053W	unknown	14.7838	5.7551	8.7663	5.7412	14.2734	5.0539	10.8199	5.4	17.1899	4.9336	18.1345	5.0296
YOR054C	YOR054C	unknown	17.8344	6.3587	13.407	2.9434	14.3026	2.94	13.0851	3.0421	20.4878	5.6635	24.7157	5.9493
YOR055W	YOR055W	unknown	68.8699	6.3043	52.4628	6.1046	52.4611	6.3633	40.4273	6.4053	64.2287	5.8469	64.5329	6.1004
YOR056C	YOR056C	unknown	28.9817	5.8069	20.4073	5.4241	0.7699	5.8111	10.799	2.9236	18.2659	5.4061	17.4083	5.6998
YOR057W	SGT1	mitosis (putative)	36.2989	7.1436	22.963	6.6822	16.8568	3.4404	16.2204	3.5497	24.3282	6.6232	21.9361	7.0089
YOR058C	ASE1	mitosis	32.3831	7.7705	21.3326	7.262	24.9358	7.5084	21.8788	7.6295	29.0067	7.1158	20.9547	7.6004
YOR059C	YOR059C	unknown	24.9152	6.4107	19.1802	5.9347	27.7248	6.2654	31.6164	6.4085	28.8867	5.8263	35.9748	6.1548
YOR060C	YOR060C	unknown	29.5149	6.3701	23.6197	5.9394	16.2472	6.1172	20.382	6.306	32.4047	5.8515	25.6303	6.1908
YOR061W	CKA2	cell cycle	98.9343	6.7479	69.368	6.5712	37.52	6.6931	41.2391	6.8251	59.3056	6.225	52.2932	6.5012
YOR062C	YOR062C	unknown	84.6132	6.7913	55.9157	6.5646	13.0715	3.283	21.8713	6.6984	48.9592	6.2533	35.568	6.5579
YOR063W	RPL3	protein synthesis	1023.7552	5.7298	722.4786	5.7322	83.4398	5.7895	194.4277	5.959	358.9943	5.3731	156.6499	5.5672
YOR064C	YNG1	chromatin structure	22.5602	5.7549	15.0051	5.3779	11.6077	2.7569	18.1824	5.6457	23.3679	5.2381	17.6809	5.5774
YOR065W	CYT1	oxidative phosphorylation	45.3502	6.2247	35.7888	5.9493	141.2511	6.4514	239.5119	6.6015	353.4434	5.9383	324.519	6.2873
YOR066W	YOR066W	unknown	163.4494	8.1414	86.2196	7.9162	56.8144	8.1246	50.0581	8.2147	91.7193	7.5212	88.6403	7.8384
YOR067C	ALG8	protein glycosylation	110.0343	7.3811	66.6067	7.1503	25.1982	7.1522	27.471	7.317	46.4468	6.7684	27.5277	7.1393
YOR068C	YOR068C	unknown	23.1828	6.4988	15.1836	3.0464	9.8477	3.1974	10.3445	3.2592	15.8713	6.056	15.553	3.1621
YOR069W	VPS5	vacuolar protein targeting	9.0024	3.068	8.533	2.7803	5.221	1.455	4.5322	1.5224	9.2161	2.7577	7.5099	2.9273
YOR070C	GYP1	signaling	79.8277	7.175	53.0296	6.9103	43.9605	7.1631	39.0254	7.2451	63.6222	6.6378	56.3239	6.9318
YOR071C	YOR071C	transport	28.855	6.7413	16.9627	6.3557	9.7192	3.3922	12.5795	3.3702	18.2901	6.3039	12.9916	3.3678
YOR072W	YOR072W	unknown	11.8445	4.3276	NA	NA	3.712	5.0403	3.1514	5.0302	6.2786	4.2012	5.3647	4.192
YOR073W	YOR073W	unknown	25.6814	7.9563	15.3456	3.7884	9.2289	4.0791	10.4873	4.0525	20.2766	7.3164	13.3278	3.9292
YOR074C	CDC21	DNA replication	21.8513	6.2424	14.1739	2.9308	3.936	3.7729	13.109	3.0491	26.1213	5.6316	21.0135	5.9816
YOR075W	UFE1	secretion	92.5416	7.1879	78.2473	7.023	28.225	7.0256	31.8753	7.1894	49.6874	6.6115	34.0029	6.9436
YOR076C	SKI7	unknown	23.5274	8.5439	14.1836	4.0931	13.5037	4.0617	11.8249	4.2446	15.6315	4.0034	14.8723	4.1362
YOR077W	RTS2	unknown	4.7459	3.693	NA	NA	0.8571	5.484	NA	NA	NA	NA	4.087	3.1579
YOR078W	BUD21	unknown	5.2487	3.5616	4.199	3.3776	0.3258	7.3635	2.4199	3.7183	3.8618	3.2349	3.5139	3.1696
YOR079C	ATX2	oxidative stress response	3.9658	4.4616	4.9519	3.8482	0.7674	6.6947	1.5519	4.9172	3.6143	3.849	2.1652	3.9374
YOR080W	DIA2	pseudohyphal growth (putative)	18.9087	7.4995	11.4166	3.6071	12.1444	3.5138	14.3673	3.5599	17.2647	6.7718	13.2327	3.589
YOR082C	YOR082C	unknown	14.9355	4.7749	12.1578	4.4102	10.8343	4.419	7.9171	4.7487	10.6611	4.4182	11.947	4.3915
YOR083W	YOR083W	unknown	17.7218	5.2564	13.4976	4.8578	9.6712	2.5071	8.7232	2.6103	11.5895	2.4626	12.5597	2.5454
YOR084W	YOR084W	unknown	70.0554	5.4312	55.768	5.295	53.7846	5.5017	56.5991	5.5922	74.2373	5.0523	45.4094	5.2403
YOR085W	OST3	protein glycosylation	247.2953	8.0903	183.1601	8.0202	65.7688	8.0919	62.6932	8.2027	104.8388	7.4684	75.2785	7.7564
YOR086C	YOR086C	unknown	82.4726	6.467	72.042	6.3245	62.159	6.546	41.6828	6.5617	78.1812	6.005	84.7792	6.2646
YOR087W	YOR087W	unknown	69.723	6.4883	48.5127	6.2544	39.2348	6.4764	24.3765	6.4547	46.4627	5.9825	41.9265	6.27
YOR088W	YOR088W	unknown	41.3475	6.6607	21.732	6.2348	23.7875	6.5299	14.9054	3.3155	25.7809	6.15	23.0603	6.5177
YOR089C	VPS21	endocytosis	107.4105	5.5495	88.9526	5.4711	68.6805	5.6339	61.837	5.7038	108.3106	5.1712	93.5664	5.3772
YOR090C	PTC5	unknown	72.8841	6.9294	45.039	6.6372	41.3382	6.9146	32.1447	6.9575	42.9394	6.3741	38.9929	6.7006
YOR091W	YOR091W	unknown	178.8432	6.054	103.9825	5.962	12.1425	2.8944	44.3365	6.1283	84.7867	5.5965	45.4836	5.8003
YOR092W	ECM3	cell wall biogenesis	54.6664	7.46	37.0433	7.0728	35.6694	7.4044	34.0766	7.5156	43.8559	6.8838	33.111	7.256
YOR093C	YOR093C	unknown	6.0379	4.7271	3.5421	4.8703	5.6259	4.2752	3.603	4.6609	4.7091	4.2349	6.223	3.958
YOR094W	ARF3	secretion	5.8592	3.9105	5.873	3.5129	1.4922	5.137	3.1926	3.9248	7.4551	3.2391	7.8459	3.2299
YOR095C	RKI1	pentose phosphate cycle	57.4558	6.0749	37.3036	5.8088	1.4422	5.0307	19.4886	6.0077	35.7008	5.5891	10.1662	3.0757
YOR096W	RPS7A	protein synthesis	191.0619	11.7213	201.941	11.5954	18.2442	5.803	65.8293	11.808	160.0712	10.88	78.8479	11.2805
YOR097C	YOR097C	unknown	35.0607	6.279	29.042	5.9429	26.5636	6.2116	23.0492	6.2815	37.4562	5.8101	56.0789	6.1136
YOR098C	NUP1	nuclear protein targeting	26.6502	7.1412	22.178	6.5824	6.8508	3.8834	19.3659	6.9604	15.5502	3.3803	19.022	6.9367
YOR099W	KTR1	protein glycosylation	105.5419	6.3917	87.6461	6.2801	35.1705	6.3305	36.0334	6.4392	52.0528	5.8826	41.353	6.1509
YOR100C	CRC1	transport	49.6586	6.1452	38.1537	5.8894	21.1674	5.994	20.845	6.1032	24.9041	5.6483	22.4584	5.9855
YOR101W	RAS1	signaling, Ras pathway	39.2002	6.3666	29.5411	6.025	7.2667	3.3907	16.3862	6.3105	36.9685	5.8863	28.7463	6.2054
YOR102W	YOR102W	unknown	68.9117	9.2479	43.682	8.7409	24.832	8.9062	20.4186	4.5951	30.536	8.5765	24.3685	9.1197
YOR103C	OST2	protein glycosylation	101.7563	8.032	69.2984	7.7781	52.9747	8.0309	44.4228	8.1053	68.5364	7.4162	67.0601	7.7511
YOR104W	PIN2	unknown	10.7216	3.6168	5.1584	3.7646	5.812	3.5918	6.3377	3.5262	12.2898	3.1243	13.3441	3.1992
YOR105W	YOR105W	unknown	27.195	9.9413	12.2894	5.0373	15.2206	4.7444	17.8664	4.7901	29.7812	8.8678	19.6332	4.7662
YOR106W	VAM3	vacuole biogenesis	16.7484	3.9823	12.6246	3.7048	4.556	4.6133	17.7132	3.6647	28.1932	6.8198	17.8873	3.6652
YOR107W	RGS2	signaling	10.6039	3.8833	10.4036	3.4666	0.7313	7.2538	6.341	3.7812	11.3085	3.3761	72.9909	6.6011
YOR108W	YOR108W	unknown	107.5596	6.445	74.6063	6.2963	24.9487	6.2805	36.3727	6.4925	55.2344	5.9362	31.3266	6.2095
YOR109W	INP53	vesicle trafficking; phosphatidylinositol metabolism	65.9722	7.2411	56.5328	7.0057	28.3457	7.1012	27.4672	7.2192	42.6255	6.665	27.4088	7.0383
YOR110W	TFC7	transcription	45.5137	6.0876	29.9349	5.767	23.6101	5.9804	34.2823	6.182	48.4573	5.6465	42.5951	5.907
YOR111W	YOR111W	unknown	13.7779	3.466	9.9225	3.2566	11.6474	3.1277	10.6689	3.2513	17.5827	6.0064	16.1807	6.3176
YOR112W	YOR112W	unknown	56.9852	7.1573	35.3411	6.7771	29.257	7.0447	21.234	7.0746	35.4774	6.5769	24.0383	6.9869
YOR114W	YOR114W	unknown	9.39	4.4675	5.0533	4.6051	5.9365	4.3596	5.7557	4.3426	9.5679	3.8768	7.1436	4.0162
YOR115C	TRS33	secretion (putative)	29.6133	6.8254	16.6181	6.4611	12.9031	3.3091	10.0484	3.5066	17.8824	6.4071	16.3716	3.3655
YOR116C	RPO31	transcription	30.3832	6.2851	33.1132	5.9769	0.2855	8.8832	9.992	3.2139	15.4679	5.9643	11.552	3.1684
YOR118W	YOR118W	unknown	62.1546	6.8182	38.9649	6.4981	26.3336	6.6818	30.8358	6.8491	42.134	6.2812	34.4258	6.6075
YOR119C	RIO1	unknown	26.1108	6.2658	13.5682	2.9996	6.0926	3.4265	22.9979	6.2114	36.9178	5.7425	29.9868	6.0478
YOR120W	GCY1	unknown	9.7607	3.8892	6.7403	3.7484	116.8916	6.9277	224.8949	7.1067	550.9217	6.4274	470.339	6.8572
YOR121C	YOR121C	unknown	12.286	4.9663	6.4719	5.106	254.6954	8.8855	393.4623	9.0808	808.5326	8.201	597.9579	8.736
YOR122C	PFY1	cytoskeleton	292.5369	8.9155	193.1701	8.8257	146.616	9.0715	87.2621	9.0983	161.9908	8.2686	93.7423	8.5517
YOR123C	LEO1	unknown	43.8197	5.5555	18.2411	5.1836	NA	NA	17.4169	5.5004	26.0744	5.1024	28.2699	5.3927
YOR124C	UBP2	protein degradation, ubiquitin-mediated	15.0985	3.8883	7.396	3.9661	8.3566	3.7767	8.2449	3.833	13.7404	3.4891	16.892	3.5459
YOR125C	CAT5	ubiquinone biosynthesis	26.8003	6.5476	18.9534	6.0921	20.6003	6.3134	16.5647	6.4244	33.3793	5.9783	41.2294	6.3046
YOR126C	IAH1	unknown	27.5706	6.421	15.2411	6.0912	14.0736	3.0787	13.4231	3.1832	19.293	5.9579	15.9968	6.3157
YOR127W	RGA1	bud site selection	30.6019	6.8939	26.7398	6.4243	15.9682	3.3051	20.504	6.7967	24.8768	6.3426	20.6188	6.7367
YOR128C	ADE2	purine biosynthesis	84.6091	6.4087	67.9935	6.2542	24.4005	6.2527	18.9023	6.2999	35.8573	5.8707	33.5647	6.1849
YOR129C	YOR129C	unknown	16.1763	4.2355	11.9688	3.9642	6.6213	4.4322	9.0492	4.1591	12.0691	3.9025	6.8633	4.1975
YOR130C	ORT1	arginine biosynthesis	22.2042	5.7567	14.384	5.3938	3.6285	3.5122	5.4939	3.1491	11.098	2.7716	5.0361	3.0728
YOR131C	YOR131C	unknown	16.0748	3.335	11.2252	3.1321	10.9302	3.1018	10.3734	3.2103	17.5782	5.9144	11.8375	3.1727
YOR132W	VPS17	vacuolar protein targeting	54.4449	6.7938	36.3171	6.4609	39.3277	6.7912	28.2086	6.8099	38.8854	6.2592	25.342	6.6153
YOR133W	EFT1	protein synthesis	729.5438	6.0767	707.8386	6.0823	104.6174	6.1601	230.1435	6.3277	397.9968	5.702	236.098	5.9682
YOR134W	BAG7	signaling	NA	NA	6.6798	4.31	11.4085	3.7657	5.8147	4.3387	NA	NA	10.1341	3.8823
YOR135C	YOR135C	unknown	218.7781	7.3016	152.2651	7.2255	193.0857	7.4821	217.7283	7.6222	316.912	6.854	176.5308	7.1082
YOR136W	IDH2	TCA cycle	236.4207	7.1832	184.438	7.1367	221.6296	7.3659	275.067	7.5147	456.2751	6.7686	244.3533	7.0562
YOR137C	SIA1	unknown	16.4596	3.964	18.3257	6.9806	14.4872	3.5699	8.8654	3.9132	15.7469	3.5421	23.021	7.2007
YOR138C	YOR138C	unknown	42.2868	5.7313	32.672	5.4745	32.2874	5.7283	43.6188	5.8819	74.5163	5.3599	51.2671	5.5657
YOR139C	YOR139C	unknown	177.6227	6.6484	131.6638	6.5758	98.4012	6.7599	107.6557	6.8764	203.1806	6.2183	150.9747	6.4672
YOR140W	SFL1	cell surface assembly	149.8193	6.9579	87.7267	6.8033	64.4539	7.0039	93.1719	7.1777	148.3072	6.4862	94.7393	6.713
YOR141C	ARP8	cytoskeleton (putative)	51.4979	6.6831	41.9971	6.4124	19.6676	6.4639	38.6652	6.7911	46.7094	6.1825	31.1436	6.4935
YOR142W	LSC1	TCA cycle	316.7707	6.39	240.3105	6.3761	262.4043	6.5466	197.7816	6.6557	307.1679	5.9894	176.717	6.2262
YOR143C	THI80	thiamine metabolism	9.6109	4.4102	7.6683	4.133	1.3318	6.7643	3.2037	4.9087	5.5725	4.2066	3.5451	4.3296
YOR144C	EFD1	recombination (putative)	26.6529	7.6278	14.5692	3.666	5.4882	4.4433	13.5138	3.775	18.456	7.1017	9.5644	3.8917
YOR145C	YOR145C	unknown	125.5007	5.9891	89.4581	5.8887	9.1715	2.9656	44.5252	6.08	73.8601	5.539	51.039	5.7545
YOR146W	YOR146W	unknown	172.907	8.1435	134.1215	8.0288	22.9515	7.7825	65.1278	8.2854	106.9689	7.5381	61.4241	7.8206
