# S. cerevisiae transcriptome, from Holstege et al., Cell 95:717-728, 1998.
#
# orf: the open reading frame
# expr: the expression level
# hl: half life
# tfreq: transcriptional frequency
orf	expr	hl	tfreq
YJL004C	1.6	15	3.8
YGR274C	0.6	20	1
YMR236W	2.2	18	4.6
YML098W	0.6	15	1.5
YDR167W	1.9	14	5
YML015C	0.7	22	1.1
YPL011C	1	17	2.2
YGL112C	0.9	15	2.4
YDR145W	1.3	22	2.3
YMR227C	0.4	NA	NA
YBR198C	1.3	18	2.8
YLR354C	5.2	15	12.8
YMR028W	0.6	13	1.5
YOR244W	1.2	21	2.2
YPL128C	0.9	12	2.5
YDR161W	1.2	11	4.3
YDR350C	0.6	38	0.6
YDR212W	2.7	16	6.4
YJL052W	3.6	10	12.7
YJR009C	34.1	13	98.9
YGR192C	89	18	188.1
YOR337W	0.3	12	0.9
YBR083W	0.9	13	2.7
YPR080W	49.7	17	106.7
YBR118W	49.6	20	89.6
YPL048W	3.1	26	4.6
YKL081W	4.5	10	15.8
YBL088C	0.3	63	0.2
YGR099W	0.4	16	1
YML064C	0.7	18	1.3
YNL128W	NA	24	NA
YJR019C	0.6	13	1.6
YKL028W	2.5	20	4.6
YKR062W	0.7	17	1.6
YDR311W	0.7	15	1.6
YPL122C	0.9	14	2.4
YDR460W	0.6	19	1.1
YPR056W	0.3	13	1.2
YBR123C	0.8	19	1.5
YPR186C	0.3	15	0.7
YAL001C	0.3	11	1.1
YGR047C	0.9	11	2.9
YNL039W	1	14	2.5
YDR362C	0.4	14	1.1
YGR186W	1	22	1.6
YGR005C	1.2	17	2.9
YLR178C	0.7	69	0.4
YKL140W	1.1	20	2.1
YDR058C	0.6	13	1.5
YJR156C	0.3	17	0.7
YNL332W	0.2	18	0.6
YBR240C	NA	19	NA
YDL080C	0.7	16	1.7
YFL058W	0.2	33	0.3
YPL214C	0.8	17	1.8
YLR237W	0.8	16	1.9
YOR143C	0.8	13	2.2
YHR025W	6.7	16	15.4
YCR053W	7.4	34	8
YIL078W	16.6	16	39.3
YIL144W	0.3	51	0.2
YKR059W	21.4	14	57.7
YMR260C	7.1	14	18.9
YJL138C	17	14	45.5
YPR163C	5.2	13	14.5
YBR079C	3.3	14	8.7
YMR146C	7	13	19.7
YDR429C	8.3	14	21.8
YGR162W	3.4	12	10.3
YGL049C	0.7	40	0.6
YPR041C	3.6	17	8
YEL034W	25	18	50.9
YJR047C	0.2	12	0.8
YJL143W	3.5	20	6.4
YDL217C	0.8	14	1.9
YNR017W	2.5	11	8.2
YIL022W	0.7	13	1.7
YJL054W	0.7	14	1.9
YGL227W	0.1	22	0.2
YBR067C	10.7	114	3.5
YGL145W	0.6	17	1.2
YER011W	10.8	19	20.8
YOR010C	5.1	17	10.9
YPR074C	11.2	12	35.2
YBR117C	0.1	NA	NA
YDR468C	2	17	4.6
YOL018C	0.6	24	0.9
YOR194C	2.8	14	7.6
YKL058W	2.7	16	6.5
YNL273W	0.4	12	1.3
YKR010C	0.6	11	1.9
YJL093C	0.9	18	2
YDR457W	1.6	29	2
YGR082W	2.2	13	6.5
YNL131W	3.6	18	7.4
YMR060C	0.3	36	0.3
YMR203W	2.1	17	4.9
YOR045W	12.1	13	34.2
YNL070W	5.2	19	10.1
YNL121C	1.9	16	4.5
YHR117W	0.4	18	0.9
YOL006C	0.8	11	2.5
YNL088W	1.5	14	3.8
YLR234W	0.1	18	0.3
YJR066W	0.6	27	0.7
YKL203C	1	18	2
YAL016W	3.3	27	4.5
YDR050C	53.2	15	130.4
YJL164C	0.9	18	1.9
YPL203W	0.9	17	1.8
YKL166C	1	11	3.4
YNL079C	4.4	27	6
YIL138C	1.1	24	1.7
YBR126C	2.8	38	2.8
YDR074W	0.7	28	0.8
YMR261C	1	19	1.9
YOL102C	1.3	8	6.5
YHR099W	0.8	84	0.3
YOL115W	0.7	13	2
YNL299W	0.3	11	1.2
YJL129C	0.9	17	1.9
YKR050W	0.3	18	0.7
YJL087C	0.6	10	2.1
YDR120C	1.9	9	7.6
YDR007W	2.6	18	5.4
YER090W	1.7	22	2.8
YKL211C	2.5	17	5.4
YDR354W	1.1	17	2.4
YGL026C	5.7	23	9.4
YDR353W	14.7	14	39.8
YHR106W	1.1	18	2.2
YLR043C	14.4	18	30.4
YGR209C	20.7	18	42.6
YML028W	24.9	15	62.7
YML100W	1.3	27	1.9
YCR042C	0.9	42	0.8
YMR039C	0.8	14	2.1
YBR015C	1.2	12	3.7
YDR513W	3.4	22	5.6
YML085C	2.6	15	6.1
YFL037W	6.5	20	11.8
YML124C	3.5	21	6.2
YLR212C	0.4	NA	NA
YOR187W	7.2	13	20.3
YCR084C	2.1	21	3.9
YGR080W	0.6	30	0.6
YOR344C	1.9	16	4.5
YBR166C	1.1	14	3.2
YGR185C	4.5	26	6.3
YKL210W	3.4	21	5.8
YDR390C	1.1	15	2.7
YPR066W	0.2	13	0.7
YDR177W	4.9	23	8
YLR306W	0.2	18	0.4
YDR092W	3.1	14	8.4
YBR082C	9.7	24	14.9
YDR059C	0.6	69.5	0.4
YER100W	1.6	17	3.3
YMR022W	1.7	22	3
YEL012W	0.8	40	0.7
YDL064W	2.9	13	8.2
YLL039C	2.5	22	4.1
YDL122W	3.5	14	9
YKR098C	0.2	30	0.3
YJL197W	0.6	16	1.3
YBL067C	0.6	14	1.6
YBR058C	0.7	16	1.7
YOR124C	1.3	20	2.4
YER151C	0.9	27	1.3
YER144W	0.6	26	0.7
YIL156W	0.6	NA	NA
YER098W	0.1	NA	NA
YGR184C	0.7	30	0.8
YBR165W	0.9	26	1.2
YGR048W	0.4	20	0.9
YDL190C	1.8	55	1.2
YKL010C	1.2	48	0.9
YOR075W	0.6	19	1
YGR019W	0.9	16	1.9
YDL170W	0.3	30	0.4
YDL210W	0.3	17	0.8
YKL035W	5.5	31	6.5
YDL169C	NA	30	NA
YPL003W	0.4	19	0.9
YPL139C	0.8	14	2.2
YDR207C	0.3	17	0.7
YBR173C	1.6	20	2.9
YML021C	0.7	10	2.5
YGR072W	0.6	23	0.9
YKL216W	16.2	8	71.9
YMR271C	0.2	15	0.5
YJL130C	8.2	15	19.7
YEL021W	0.7	44	0.6
YLR420W	4	9	17
YML106W	12.7	15	30.9
YKL024C	2.6	17	5.6
YBL039C	6.6	11	23.1
YJR103W	0.8	16	2
YNL229C	1.8	17	3.9
YNR012W	1.1	12	3.4
YDL058W	0.7	15	1.8
YER112W	1.7	20	3.2
YKR042W	22.3	28	29.2
YJR049C	1.3	21	2.4
YEL040W	14.1	12	44.1
YJR050W	0.3	11	1.3
YEL038W	2.9	16	6.9
YEL035C	NA	NA	NA
YNL054W	0.2	13	0.8
YEL013W	1.6	21	2.7
YOR106W	1.2	13	3.6
YDL077C	0.3	15	0.9
YGL212W	0.2	NA	NA
YML115C	1	11	3.7
YBR069C	4.4	18	8.9
YGR094W	6.5	12	20.5
YDL128W	3.1	18	6.5
YBR105C	2	13	5.6
YPL253C	0.3	15	0.8
YDL185W	7.4	26	10.5
YHR039C	11.1	16	26.5
YPL234C	9.9	16	22.7
YPR036W	7.4	18	15.4
YBR127C	5.8	22	9.8
YGR105W	3.5	13	9.9
YHR060W	1.5	13	4
YOR332W	6.4	21	11.1
YKL080W	4	17	8.9
YLR447C	6.5	17	13.9
YGR020C	5.6	16	12.8
YEL051W	3	17	6.6
YOR270C	10.3	16	24.5
YKL119C	1.1	12	3.6
YKR001C	1.2	17	2.8
YLL040C	0.9	NA	NA
YBR097W	0.3	17	0.8
YPL045W	0.2	14	0.5
YOR132W	0.7	31	0.7
YOR089C	2.4	17	5.1
YKL041W	0.8	18	1.6
YNR006W	0.4	24	0.6
YPL065W	0.6	15	1.5
YDR495C	0.3	27	0.5
YPL120W	0.4	24	0.7
YLR396C	0.4	22	0.7
YLR240W	0.6	24	0.8
YJL154C	0.9	15	2.1
YLR417W	0.3	20	0.6
YLR360W	0.2	NA	NA
YPR173C	2.2	19	4.4
YDR080W	0.4	20	0.8
YGL095C	0.6	17	1.3
YOR069W	0.6	17	1.1
YAL002W	0.2	13	0.6
YML097C	1.3	20	2.6
YLR337W	NA	NA	NA
YMR197C	0.7	74	0.3
YEL002C	1.9	15	4.6
YOR043W	1.2	16	2.8
YNL197C	0.8	18	1.6
YDL224C	0.7	19	1.2
YOL097C	6.7	13	19.8
YNL283C	2.1	11	7.2
YOL105C	0.3	19	0.7
YHL028W	NA	15	NA
YOR230W	7	16	15.9
YOR229W	1	10	3.5
YIL101C	0.8	35	0.8
YLR090W	1.1	15	2.9
YGR194C	0.6	20	1
YDR369C	0.1	NA	NA
YJR067C	1	11	3.7
YJL141C	0.4	20	0.9
YAL004W	NA	21	NA
YAL007C	2.2	14	5.8
YAL008W	1.2	16	2.8
YAL011W	0.4	16	1
YAL014C	1.1	20	2.1
YAL017W	0.4	29	0.6
YAL018C	NA	NA	NA
YAL019W	0.9	15	2.4
YAL022C	0.9	12	2.7
YAL027W	0.6	18	1.2
YAL028W	0.2	29	0.3
YAL031C	0.4	23	0.8
YAL032C	0.1	18	0.3
YAL033W	1.2	10	4.7
YAL034C	0.2	NA	NA
YAL034W	0.2	13	0.6
YAL035W	8.8	19	17.5
YAL035W	NA	16	NA
YAL036C	3.9	12	11.9
YAL037W	0.2	15	0.6
YAL042W	3.9	14	10.4
YAL043C	NA	NA	NA
YAL045C	NA	22	NA
YAL046C	0.8	10	3
YAL048C	0.1	18	0.3
YAL049C	2.4	16	5.3
YAL053W	1.8	20	3.2
YAL055W	0.8	16	1.7
YAL056W	0.8	15	1.9
YAL058C	0.1	14	0.3
YAL060W	1.8	16	4.3
YAL061W	0.2	NA	NA
YAL064W	NA	NA	NA
YAL065C	NA	NA	NA
YAL065CA	NA	78	NA
YAL066W	NA	14	NA
YAL068C	1.7	25	2.5
YAL069W	NA	NA	NA
YML007W	1.7	18	3.3
YHR161C	0.7	17	1.3
YGR241C	0.9	14	2.3
YHL009C	0.2	20	0.4
YIR018W	NA	NA	NA
YDR259C	0.2	23	0.4
YOL028C	0.4	15	1.1
YAR002W	1.2	9	5.3
YAR003W	1	15	2.5
YAR009C	12.8	18.8	25.8
YAR010C	5.7	11	20.1
YAR014C	0.9	18	1.8
YAR023C	0.2	NA	NA
YAR027W	1.3	28	1.8
YAR028W	0.3	12	1.1
YAR029W	0.1	NA	NA
YAR030C	NA	18	NA
YAR031W	0.1	12	0.3
YAR033W	0.6	NA	NA
YAR037W	NA	NA	NA
YAR040C	NA	NA	NA
YAR043C	NA	NA	NA
YAR047C	NA	20	NA
YAR052C	NA	NA	NA
YAR053W	0.1	16	0.4
YAR060C	0.1	27	0.2
YAR061W	NA	23	NA
YAR062W	NA	NA	NA
YAR064W	NA	NA	NA
YAR066W	0.4	17	0.9
YAR068W	0.4	NA	NA
YAR069C	0.2	21	0.3
YAR070C	NA	22	NA
YAR073W	1.8	18	3.8
YAR074C	NA	NA	NA
YAR075W	3.7	17	7.7
YPL239W	3.1	15	7.9
YAR035W	0.2	25	0.4
YBL004W	1.3	12	4.3
YBL005WA	1.3	16	3.3
YBL005WB	4.8	20	8.4
YBL006C	3	12	9.2
YBL009W	0.3	16	0.9
YBL010C	0.2	12	0.6
YBL012C	NA	NA	NA
YBL013W	NA	NA	NA
YBL018C	1	11	3.4
YBL024W	1.5	10	5.3
YBL028C	0.8	10	3
YBL029W	0.3	14	0.9
YBL032W	1.2	13	3.5
YBL036C	1.8	17	4
YBL044W	NA	NA	NA
YBL046W	0.6	22	1
YBL047C	0.8	19	1.6
YBL048W	0.2	NA	NA
YBL049W	0.2	62	0.1
YBL051C	0.8	40	0.7
YBL053W	0.3	21	0.7
YBL054W	1.2	12	4
YBL055C	1	16	2.3
YBL057C	1.5	36	1.6
YBL059W	0.4	15	1.2
YBL060W	0.2	19	0.5
YBL062W	NA	25	NA
YBL064C	1.9	85	0.8
YBL065W	NA	NA	NA
YBL070C	NA	NA	NA
YBL071C	0.3	15	0.8
YBL073W	NA	16	NA
YBL077W	0.3	33	0.3
YBL078C	0.8	NA	NA
YBL081W	1.3	10	4.8
YBL083C	1	15.5	2.4
YBL086C	0.3	17	0.7
YBL089W	0.3	20	0.7
YBL094C	0.4	47	0.4
YBL095W	0.6	13	1.4
YBL096C	0.7	20	1.3
YBL098W	0.4	11	1.4
YBL100C	NA	NA	NA
YBL101WA	0.7	21	1.2
YBL101WB	0.9	24	1.4
YBL104C	0.7	16	1.5
YBL107C	0.8	10	2.9
YBL108W	NA	NA	NA
YBL111C	0.8	12.5	2.5
YBL112C	2.2	12	7
YBL113C	5.6	15	13.6
YBR002C	1.3	15	3.4
YBR004C	1.1	21	2
YBR005W	0.9	26	1.3
YBR006W	NA	17	NA
YBR007C	0.4	23	0.7
YBR012C	0.3	24	0.6
YBR012WA	5.7	11	19.9
YBR012WB	5.5	11	19.2
YBR013C	0.4	21	0.8
YBR014C	2.5	15	5.8
YBR016W	3.3	19	6.4
YBR022W	0.8	18	1.7
YBR025C	12.3	17	26.4
YBR026C	1	25	1.4
YBR027C	0.1	18	0.2
YBR028C	0.6	17	1.2
YBR030W	0.2	34	0.3
YBR032W	0.3	25	0.5
YBR033W	0.1	NA	NA
YBR042C	2	15	4.8
YBR043C	0.8	NA	NA
YBR044C	0.3	18	0.8
YBR047W	0.2	12	0.5
YBR051W	NA	NA	NA
YBR052C	2.4	14	6.2
YBR053C	0.8	33	0.9
YBR056W	0.7	22	1.2
YBR059C	0.8	20	1.4
YBR061C	1	11	3.3
YBR062C	3.4	23	5.5
YBR063C	0.7	19	1.4
YBR064W	NA	NA	NA
YBR071W	0.6	34	0.7
YBR074W	0.3	12	1.2
YBR075W	1.1	13	3.3
YBR077C	1.2	23	2
YBR086C	4.4	18	9.1
YBR089W	0.1	11	0.2
YBR090C	3.4	14.5	8.8
YBR090CA	3	19	5.9
YBR094W	0.3	17	0.8
YBR095C	0.7	18	1.4
YBR096W	4.8	21	8.4
YBR098W	NA	16	NA
YBR099C	0.2	NA	NA
YBR100W	0.1	NA	NA
YBR101C	2.2	NA	NA
YBR102C	0.2	55	0.2
YBR103W	0.7	21	1.2
YBR107C	0.6	16	1.2
YBR108W	NA	22	NA
YBR113W	0.9	23	1.4
YBR116C	NA	NA	NA
YBR124W	NA	NA	NA
YBR125C	1.1	14	3.2
YBR128C	0.1	13	0.3
YBR131W	0.2	29	0.3
YBR134W	NA	30	NA
YBR137W	1.9	17	4.2
YBR139W	1	16	2.3
YBR141C	0.6	11	1.8
YBR144C	NA	33	NA
YBR147W	NA	20	NA
YBR149W	2.5	24	4
YBR150C	0.4	57	0.3
YBR151W	2.6	18	5.2
YBR152W	NA	17	NA
YBR155W	1	9	4.2
YBR156C	0.3	27	0.4
YBR157C	0.4	45	0.3
YBR158W	5.2	11	17.1
YBR159W	6.1	17	13.1
YBR161W	0.4	19	0.9
YBR162C	7.4	16	17.2
YBR163W	0.7	14	1.8
YBR168W	0.3	45	0.3
YBR174C	NA	34	NA
YBR175W	0.9	14	2.2
YBR177C	1.2	16	2.8
YBR178W	NA	NA	NA
YBR180W	0.2	18	0.5
YBR183W	0.6	26	0.8
YBR184W	NA	16	NA
YBR187W	4.6	12	14.4
YBR190W	0.1	15	0.3
YBR194W	0.3	21	0.5
YBR197C	0.3	13	0.8
YBR203W	0.3	35	0.4
YBR204C	0.4	17	1
YBR206W	2.1	12	6.5
YBR209W	NA	NA	NA
YBR210W	1.9	21	3.3
YBR214W	0.6	56	0.4
YBR216C	0.4	28	0.5
YBR217W	0.6	29	0.7
YBR219C	1.1	10	4.2
YBR220C	1.2	14	3.2
YBR223C	0.1	NA	NA
YBR224W	NA	NA	NA
YBR225W	0.4	87	0.2
YBR226C	0.1	35	0.2
YBR227C	0.4	20	0.8
YBR228W	0.2	NA	NA
YBR230C	1.8	18	3.8
YBR231C	0.6	20	0.9
YBR232C	NA	23	NA
YBR233W	0.3	18	0.7
YBR234C	1.5	28	1.9
YBR235W	0.7	19	1.4
YBR238C	0.7	12	2
YBR239C	0.2	24	0.4
YBR241C	0.9	18	1.8
YBR242W	1.5	12	4.6
YBR244W	2.9	14	7.5
YBR246W	1	18	1.9
YBR250W	NA	16	NA
YBR254C	1.7	14	4.4
YBR255W	0.4	22	0.7
YBR258C	0.6	20	1
YBR259W	0.3	19	0.6
YBR260C	0.4	14	1.1
YBR261C	1.5	13	4.3
YBR262C	2.5	16	5.7
YBR265W	1.1	12	3.4
YBR266C	NA	NA	NA
YBR267W	1.3	9	5.6
YBR269C	0.9	27	1.2
YBR270C	0.4	15	1.2
YBR271W	0.7	11	2.1
YBR273C	0.9	18	2
YBR274W	1	14	2.7
YBR277C	NA	NA	NA
YBR280C	0.4	59	0.3
YBR281C	0.4	17	1.1
YBR284W	NA	52	NA
YBR285W	NA	14	NA
YBR287W	1.2	26	1.7
YBR292C	0.3	15	0.8
YBR293W	0.8	27	1.1
YBR296C	0.3	NA	NA
YBR300C	0.2	NA	NA
YBR301W	0.7	27	1
YBR302C	2.9	19	5.8
YLL048C	1.8	21	3.2
YDR135C	1.5	18	2.9
YHR135C	2.6	17	5.6
YNL154C	2.1	16	4.9
YER123W	0.6	21	1
YCL002C	1.8	17	4
YCL004W	NA	NA	NA
YCL005W	0.7	15	1.6
YCL006C	0.2	17	0.5
YCL010C	0.9	17	1.9
YCL012W	0.3	32	0.3
YCL014W	0.1	NA	NA
YCL016C	0.3	25	0.4
YCL019W	7	22	11.5
YCL020W	0.8	15	1.9
YCL021W	0.1	22	0.2
YCL022C	NA	NA	NA
YCL023C	0.1	27	0.1
YCL024W	0.3	34	0.4
YCL026C	NA	29	NA
YCL028W	1.5	21	2.6
YCL033C	1.8	27	2.4
YCL034W	1.8	43	1.6
YCL035C	5.1	47	4
YCL036W	2.9	10	11
YCL038C	0.8	61	0.4
YCL039W	0.2	50	0.2
YCL041C	NA	40	NA
YCL042W	0.4	24	0.8
YCL044C	0.3	54	0.2
YCL045C	1.6	31	1.9
YCL046W	NA	NA	NA
YCL047C	0.8	16	1.9
YCL048W	NA	NA	NA
YCL049C	0.7	NA	NA
YCL053C	0.1	23	0.2
YCL054W	1.8	20	3.3
YCL056C	2	21	3.5
YCL058C	NA	24	NA
YCL060C	0.3	23	0.5
YCL061C	0.2	15	0.6
YCL062W	0.6	NA	NA
YCL063W	0.2	21	0.4
YCL065W	NA	NA	NA
YCL068C	0.2	NA	NA
YCL069W	NA	NA	NA
YCL073C	0.4	21	0.7
YCL074W	0.1	NA	NA
YCL075W	NA	NA	NA
YCL076W	NA	NA	NA
YCR004C	4.6	43	3.9
YCR001W	NA	NA	NA
YCR006C	0.1	12	0.2
YCR007C	0.1	NA	NA
YCR010C	NA	NA	NA
YCR013C	0.1	19	0.3
YCR015C	0.3	NA	NA
YCR016W	1.7	12	5.1
YCR017C	1.7	34	1.8
YCR022C	NA	NA	NA
YCR023C	1.1	30	1.4
YCR024C	0.2	68	0.1
YCR024CA	21.3	20	38.7
YCR025C	NA	NA	NA
YCR026C	0.7	77	0.3
YCR027C	0.2	21	0.5
YCR029C	0.4	51	0.3
YCR030C	0.3	NA	NA
YCR033W	0.6	84	0.2
YCR041W	NA	45	NA
YCR043C	2	29	2.6
YCR044C	1	16	2.5
YCR045C	NA	NA	NA
YCR047C	2.4	9	9.3
YCR049C	NA	NA	NA
YCR050C	NA	21	NA
YCR051W	2.8	15	7
YCR056W	NA	43	NA
YCR057C	1.1	15	2.9
YCR058C	0.6	17	1.2
YCR059C	1.3	14	3.6
YCR060W	1.3	14	3.5
YCR061W	0.3	19	0.6
YCR062W	0.3	26	0.5
YCR063W	0.2	NA	NA
YCR064C	NA	NA	NA
YCR068W	0.2	31	0.2
YCR070W	1	43	0.9
YCR072C	1.6	14	4.3
YCR074C	NA	NA	NA
YCR076C	1.1	28	1.5
YCR079W	1	42	0.9
YCR081W	0.2	48	0.2
YCR082W	3.6	49	2.7
YCR083W	1.6	45	1.3
YCR085W	NA	16	NA
YCR086W	0.3	18	0.6
YCR087C	2.1	8	9.8
YCR087W	0.6	15	1.5
YCR090C	2	16	4.9
YCR095C	0.7	NA	NA
YCR099C	0.1	NA	NA
YCR100C	NA	NA	NA
YCR101C	NA	NA	NA
YCR102C	0.6	18	1.2
YCR103C	NA	13	NA
YCR105W	0.3	26	0.5
YCR106W	0.2	20	0.3
YCR107W	NA	15	NA
YNL064C	14	19	27
YDL001W	0.6	12	1.8
YDL009C	0.7	24	1
YDL010W	1	25	1.5
YDL011C	NA	52	NA
YDL012C	2.7	27	3.5
YDL015C	4.3	22	7.2
YDL016C	NA	NA	NA
YDL018C	0.8	15	2
YDL019C	0.7	14	1.9
YDL023C	NA	NA	NA
YDL024C	NA	9	NA
YDL025C	0.2	29	0.3
YDL026W	NA	NA	NA
YDL027C	0.2	NA	NA
YDL031W	1.8	13	5.1
YDL032W	NA	NA	NA
YDL033C	0.3	23	0.5
YDL034W	NA	NA	NA
YDL036C	0.4	11	1.6
YDL037C	NA	11	NA
YDL038C	1.6	11	5.4
YDL039C	3.1	12	9.9
YDL041W	0.2	24	0.4
YDL046W	3.4	20	6.3
YDL050C	0.4	11	1.3
YDL053C	2	23	3.3
YDL054C	0.7	16	1.6
YDL057W	0.2	24	0.3
YDL060W	2.4	8	10.2
YDL062W	NA	23	NA
YDL063C	0.9	12	2.9
YDL068W	NA	79	NA
YDL071C	NA	NA	NA
YDL072C	4.4	22	7.3
YDL073W	0.8	NA	NA
YDL074C	1.3	17	2.8
YDL076C	1.1	17	2.5
YDL085W	NA	19	NA
YDL086W	0.9	21	1.6
YDL089W	0.3	NA	NA
YDL091C	0.2	22	0.5
YDL094C	0.1	19	0.2
YDL096C	NA	21	NA
YDL098C	0.7	12	2
YDL099W	1.1	18	2.3
YDL100C	6.1	23	9.5
YDL109C	0.4	16	0.9
YDL110C	0.8	27	1
YDL112W	2.4	12	7.7
YDL113C	0.3	NA	NA
YDL114W	NA	NA	NA
YDL115C	0.6	26	0.9
YDL117W	1.1	16	2.7
YDL118W	NA	13	NA
YDL119C	0.4	24	0.7
YDL121C	1.8	11	6
YDL123W	0.8	26	1.2
YDL124W	3.7	14	9.9
YDL129W	0.3	11	1.2
YDL133W	1.1	26	1.6
YDL139C	0.2	NA	NA
YDL144C	1.2	13	3.7
YDL146W	0.1	20	0.3
YDL148C	1.7	12	4.9
YDL149W	0.1	NA	NA
YDL151C	NA	NA	NA
YDL152W	0.1	13	0.4
YDL156W	0.3	14	0.8
YDL157C	5.7	18	12.2
YDL158C	1.7	18	3.5
YDL161W	0.8	21	1.4
YDL162C	NA	NA	NA
YDL163W	NA	24	NA
YDL166C	2.1	11	7.4
YDL172C	NA	15	NA
YDL173W	2.2	21	4
YDL175C	0.4	37	0.4
YDL176W	0.2	25	0.3
YDL177C	0.6	17	1.3
YDL180W	0.7	31	0.9
YDL183C	0.1	16	0.4
YDL186W	NA	NA	NA
YDL187C	NA	NA	NA
YDL189W	0.9	16	2.1
YDL193W	0.8	34	0.8
YDL196W	NA	30	NA
YDL199C	NA	NA	NA
YDL201W	1.7	10	6.7
YDL203C	0.3	NA	NA
YDL204W	0.1	25	0.2
YDL206W	0.2	16	0.6
YDL209C	0.4	48	0.3
YDL211C	0.2	20	0.4
YDL213C	3	14	7.8
YDL214C	0.1	19	0.2
YDL216C	0.1	17	0.3
YDL218W	NA	NA	NA
YDL219W	2.8	10	10.1
YDL221W	NA	NA	NA
YDL222C	NA	NA	NA
YDL223C	0.3	38	0.3
YDL225W	0.7	18	1.4
YDL228C	0.1	17	0.3
YDL231C	0.8	16	1.7
YDL233W	0.2	NA	NA
YDL237W	1.2	13	3.7
YDL238C	0.1	NA	NA
YDL239C	NA	30	NA
YDL241W	0.6	16	1.4
YDL242W	NA	30	NA
YDL243C	0.1	39	0.1
YDL244W	0.3	26	0.4
YDL246C	0.8	15	2
YDL247W	NA	NA	NA
YDR003W	0.7	20	1.3
YDR008C	0.1	16	0.2
YDR010C	NA	NA	NA
YDR013W	0.3	20	0.7
YDR014W	0.2	13	0.7
YDR015C	NA	NA	NA
YDR016C	1.3	17	2.9
YDR018C	NA	NA	NA
YDR020C	0.4	19	1
YDR024W	0.1	NA	NA
YDR026C	0.2	NA	NA
YDR027C	0.7	20	1.3
YDR029W	NA	NA	NA
YDR031W	1.2	18	2.6
YDR032C	5.7	24	8.7
YDR033W	23.6	11	82.3
YDR036C	0.8	12	2.4
YDR041W	1.7	18	3.4
YDR042C	0.1	15	0.3
YDR045C	5.3	13	14.5
YDR048C	NA	NA	NA
YDR049W	0.6	14	1.4
YDR051C	1.6	17	3.5
YDR053W	NA	15	NA
YDR055W	4.7	15	11.8
YDR056C	1.8	16	4.4
YDR057W	0.4	20	0.9
YDR060W	2	11	6.8
YDR061W	0.8	19	1.6
YDR063W	1.8	15	4.6
YDR065W	0.2	15	0.6
YDR066C	0.3	16	0.8
YDR067C	0.9	27	1.2
YDR070C	0.1	55	0.1
YDR071C	6.1	20	11
YDR078C	0.6	NA	NA
YDR083W	1.5	10	5.3
YDR084C	1.9	11	6
YDR089W	0.7	17	1.5
YDR090C	1	18	2.2
YDR091C	2.1	13	6.3
YDR093W	0.7	12	1.9
YDR094W	0.9	14	2.3
YDR095C	NA	NA	NA
YDR098C	1.9	13	5.4
YDR100W	1.8	16	4.2
YDR101C	2.7	9	10.5
YDR102C	NA	NA	NA
YDR104C	0.2	22	0.4
YDR105C	1.5	17	3
YDR107C	0.6	12	1.8
YDR109C	0.3	NA	NA
YDR111C	0.7	19	1.2
YDR112W	NA	NA	NA
YDR114C	NA	12	NA
YDR115W	2.1	15	5.2
YDR116C	1.1	14	3
YDR117C	0.6	19	1
YDR119W	1.7	11	5.8
YDR121W	1.1	14	2.8
YDR124W	NA	NA	NA
YDR126W	0.2	20	0.3
YDR128W	0.6	18	1.2
YDR130C	0.4	21	0.7
YDR131C	0.2	14	0.6
YDR132C	0.1	16	0.2
YDR133C	26.5	29	33.5
YDR134C	37.6	19	74
YDR136C	NA	NA	NA
YDR140W	1.1	14	2.8
YDR141C	0.7	NA	NA
YDR147W	0.4	14	1.3
YDR149C	NA	NA	NA
YDR152W	1.9	23	3.2
YDR153C	1	15	2.4
YDR154C	61.4	17	130.7
YDR157W	0.4	14	1.3
YDR163W	0.7	20	1.2
YDR165W	2	11	7
YDR175C	1	17	2.2
YDR179C	0.2	19	0.4
YDR179WA	0.4	13	1.3
YDR183W	0.3	15	0.9
YDR185C	0.2	59	0.2
YDR186C	1	16	2.5
YDR187C	NA	NA	NA
YDR190C	4.4	16	9.8
YDR193W	NA	18	NA
YDR196C	2.1	21	3.7
YDR198C	0.4	12	1.3
YDR199W	NA	NA	NA
YDR200C	0.3	19	0.7
YDR201W	1.2	11	4
YDR202C	0.4	26	0.6
YDR203W	NA	NA	NA
YDR205W	0.3	18	0.6
YDR206W	0.8	35	0.9
YDR209C	0.4	22	0.7
YDR210W	6.5	20	12.3
YDR213W	0.3	12	1.1
YDR214W	2.4	27	3.2
YDR215C	NA	NA	NA
YDR219C	0.3	31	0.4
YDR220C	0.3	25	0.5
YDR221W	0.2	42	0.2
YDR222W	0.4	15	1.1
YDR223W	0.1	NA	NA
YDR229W	0.7	18	1.3
YDR230W	NA	NA	NA
YDR231C	0.6	17	1.1
YDR233C	12	11	40.4
YDR236C	0.7	18	1.5
YDR239C	0.6	14	1.4
YDR241W	NA	21	NA
YDR246W	0.4	15	1.1
YDR247W	0.2	22	0.4
YDR248C	1	12	3.1
YDR249C	0.3	19	0.7
YDR250C	0.1	55	0.1
YDR255C	0.1	29	0.2
YDR260C	0.6	11	2
YDR262W	1	48	0.7
YDR266C	0.9	14	2.3
YDR267C	1.3	12	4.2
YDR269C	NA	NA	NA
YDR271C	NA	24	NA
YDR273W	0.3	NA	NA
