# From http://arep.med.harvard.edu/mrnadata/expression.html
# Finding DNA Regulatory Motifs within Unaligned Non-Coding Sequences Clustered by Whole-Genome mRNA Quantitation, Roth, F.R., Hughes, J. D., Estep, P. E. & G.M. Church, Nature Biotechnology 1998   
orf	expr.a	expr.alpha	low.sig.a	low.sig.alpha
YLR429W	0.35	0.15	TRUE	FALSE
YLR437C	0.35	0.21	TRUE	FALSE
YLR439W	0.35	0.14	TRUE	FALSE
YLR449W	0.35	0.13	TRUE	FALSE
YLR459W	0.35	0.15	TRUE	FALSE
YLR461W	0.35	0.16	TRUE	FALSE
YLR467W	0.6	0.58	FALSE	FALSE
YML001W	0.36	0.32	TRUE	FALSE
YML004C	0.35	0.33	TRUE	FALSE
YML009C	0.35	0.34	TRUE	FALSE
YML010W	0.35	0.11	TRUE	FALSE
YML010W-A	0.37	0.26	TRUE	FALSE
YML010W-B	0.35	0.09	TRUE	FALSE
YML014W	0.35	0.1	TRUE	FALSE
YML018C	0.35	0.1	TRUE	FALSE
YML019W	0.35	0.15	TRUE	FALSE
YML025C	0.35	0.15	TRUE	FALSE
YML029W	0.35	0.1	TRUE	FALSE
YML030W	0.35	0.23	TRUE	FALSE
YML031W	0.35	0.15	TRUE	FALSE
YML039W	0.35	0.19	TRUE	FALSE
YML040W	0.35	0.13	TRUE	FALSE
YML045W	0.35	0.15	TRUE	FALSE
YML048W	0.35	0.3	TRUE	FALSE
YML051W	0.35	0.19	TRUE	FALSE
YML052W	0.88	1.32	FALSE	FALSE
YML055W	0.35	0.21	TRUE	FALSE
YML057W	0.35	0.11	TRUE	FALSE
YML063W	0.39	0.45	FALSE	FALSE
YML064C	0.35	0.13	TRUE	FALSE
YML070W	0.42	0.26	FALSE	FALSE
YML074C	0.35	0.37	TRUE	FALSE
YML078W	1.42	1.64	FALSE	FALSE
YML079W	0.35	0.1	TRUE	FALSE
YML105C	0.35	0.28	TRUE	FALSE
YML112W	0.35	0.09	TRUE	FALSE
YML113W	0.35	0.16	TRUE	FALSE
YML114C	0.35	0.09	TRUE	FALSE
YML116W	0.35	0.17	TRUE	FALSE
YML121W	0.35	0.1	TRUE	FALSE
YML125C	0.46	0.41	FALSE	FALSE
YML127W	0.53	0.4	FALSE	FALSE
YML128C	0.35	0.21	TRUE	FALSE
YML129C	0.35	0.15	TRUE	FALSE
YML130C	0.35	0.09	TRUE	FALSE
YML131W	0.35	0.18	TRUE	FALSE
YMR005W	0.35	0.16	TRUE	FALSE
YMR006C	0.35	0.11	TRUE	FALSE
YMR009W	0.35	0.12	TRUE	FALSE
YMR010W	0.35	0.11	TRUE	FALSE
YMR011W	0.35	0.17	TRUE	FALSE
YMR012W	0.35	0.26	TRUE	FALSE
YMR015C	0.35	0.17	TRUE	FALSE
YMR024W	0.35	0.14	TRUE	FALSE
YMR027W	0.35	0.11	TRUE	FALSE
YMR035W	0.35	0.22	TRUE	FALSE
YMR050C	0.35	0.21	TRUE	FALSE
YMR051C	0.35	0.15	TRUE	FALSE
YMR054W	0.35	0.15	TRUE	FALSE
YMR055C	0.35	0.12	TRUE	FALSE
YMR056C	0.35	0.17	TRUE	FALSE
YMR058W	0.36	0.2	TRUE	FALSE
YMR062C	0.35	0.22	TRUE	FALSE
YMR067C	0.35	0.13	TRUE	FALSE
YMR072W	0.35	0.26	TRUE	FALSE
YMR073C	0.35	0.13	TRUE	FALSE
YMR081C	0.35	0.09	TRUE	TRUE
YMR087W	0.35	0.12	TRUE	FALSE
YMR088C	0.35	0.11	TRUE	FALSE
YMR089C	0.35	0.27	TRUE	FALSE
YMR091C	0.35	0.1	TRUE	FALSE
YMR092C	0.35	0.18	TRUE	FALSE
YMR099C	0.35	0.26	TRUE	FALSE
YMR105C	0.35	0.17	TRUE	FALSE
YMR110C	0.35	0.17	TRUE	FALSE
YMR113W	0.35	0.11	TRUE	FALSE
YMR119W-A	0.35	0.1	TRUE	FALSE
YMR120C	0.35	0.18	TRUE	FALSE
YMR121C	0.35	0.27	TRUE	FALSE
YMR123W	0.85	1.03	FALSE	FALSE
YMR128W	0.35	0.1	TRUE	FALSE
YMR131C	0.35	0.16	TRUE	FALSE
YMR135C	0.35	0.12	TRUE	TRUE
YMR145C	0.69	0.91	FALSE	FALSE
YMR148W	0.4	0.5	FALSE	FALSE
YMR150C	0.35	0.17	TRUE	FALSE
YMR152W	0.35	0.14	TRUE	FALSE
YMR157C	0.35	0.1	TRUE	FALSE
YMR161W	0.35	0.16	TRUE	FALSE
YMR169C	0.35	0.09	TRUE	TRUE
YMR171C	0.35	0.09	TRUE	FALSE
YMR173W	0.35	0.13	TRUE	FALSE
YMR174C	0.35	0.09	TRUE	TRUE
YMR175W	0.35	0.09	TRUE	TRUE
YMR177W	0.35	0.11	TRUE	FALSE
YMR189W	0.35	0.21	TRUE	FALSE
YMR191W	0.35	0.11	TRUE	FALSE
YMR200W	0.35	0.21	TRUE	FALSE
YMR208W	0.35	0.12	TRUE	FALSE
YMR211W	0.35	0.09	TRUE	FALSE
YMR216C	0.35	0.09	TRUE	FALSE
YMR221C	0.35	0.18	TRUE	FALSE
YMR222C	0.42	0.23	FALSE	FALSE
YMR224C	0.35	0.09	TRUE	TRUE
YMR234W	0.11	0.08	TRUE	TRUE
YMR235C	0.19	0.16	FALSE	FALSE
YMR237W	0.11	0.08	TRUE	TRUE
YMR239C	0.11	0.08	TRUE	TRUE
YMR240C	0.11	0.08	TRUE	TRUE
YMR244C-A	0.11	0.16	TRUE	FALSE
YMR244W	0.11	0.08	TRUE	TRUE
YMR245W	0.11	0.08	TRUE	TRUE
YMR247C	0.11	0.08	TRUE	TRUE
YMR250W	0.65	0.46	FALSE	FALSE
YMR252C	0.2	0.22	FALSE	FALSE
YMR253C	0.11	0.08	TRUE	TRUE
YMR255W	0.11	0.09	TRUE	FALSE
YMR257C	0.11	0.08	TRUE	TRUE
YMR258C	0.11	0.08	TRUE	TRUE
YMR259C	0.11	0.08	TRUE	TRUE
YMR262W	0.11	0.08	TRUE	TRUE
YMR263W	0.11	0.08	TRUE	TRUE
YMR266W	0.11	0.08	TRUE	TRUE
YMR267W	0.11	0.1	TRUE	FALSE
YMR269W	0.11	0.08	TRUE	TRUE
YMR271C	0.11	0.08	TRUE	TRUE
YMR274C	0.11	0.2	TRUE	FALSE
YMR275C	0.11	0.08	TRUE	TRUE
YMR278W	0.11	0.08	TRUE	TRUE
YMR281W	0.11	0.11	TRUE	FALSE
YMR283C	0.11	0.09	TRUE	FALSE
YMR289W	0.11	0.08	TRUE	TRUE
YMR290C	0.11	0.11	TRUE	FALSE
YMR290W-A	0.11	0.08	TRUE	TRUE
YMR291W	0.18	0.16	FALSE	FALSE
YMR293C	0.11	0.1	TRUE	FALSE
YMR294W-A	0.13	0.09	FALSE	FALSE
YMR296C	0.41	0.53	FALSE	FALSE
YMR299C	0.11	0.08	TRUE	TRUE
YMR301C	0.11	0.08	TRUE	TRUE
YMR302C	0.11	0.1	TRUE	TRUE
YMR304C-A	0.11	0.08	TRUE	TRUE
YMR304W	0.11	0.08	TRUE	TRUE
YMR309C	0.11	0.08	TRUE	TRUE
YMR311C	0.11	0.09	TRUE	TRUE
YMR312W	0.13	0.16	TRUE	FALSE
YMR315W	0.82	0.57	FALSE	FALSE
YMR316C-A	0.11	0.08	TRUE	TRUE
YMR316W	0.11	0.08	TRUE	FALSE
YMR319C	0.15	0.14	FALSE	FALSE
YMR322C	0.11	0.08	TRUE	TRUE
YMR323W	0.11	0.08	TRUE	TRUE
YMR325W	0.11	0.12	TRUE	FALSE
YNL001W	0.11	0.08	TRUE	TRUE
YNL004W	0.11	0.09	TRUE	FALSE
YNL005C	0.11	0.09	FALSE	FALSE
YNL006W	0.22	0.3	FALSE	FALSE
YNL009W	0.11	0.08	TRUE	TRUE
YNL011C	0.11	0.08	TRUE	TRUE
YNL013C	0.11	0.08	TRUE	TRUE
YNL016W	0.14	0.17	FALSE	FALSE
YNL021W	0.11	0.08	TRUE	TRUE
YNL022C	0.11	0.08	TRUE	TRUE
YNL023C	0.11	0.08	TRUE	TRUE
YNL025C	0.11	0.08	TRUE	TRUE
YNL026W	0.11	0.08	TRUE	TRUE
YNL029C	0.11	0.08	TRUE	TRUE
YNL032W	0.11	0.08	TRUE	TRUE
YNL035C	0.11	0.08	TRUE	TRUE
YNL036W	0.11	0.08	TRUE	TRUE
YNL038W	0.11	0.08	TRUE	TRUE
YNL039W	0.11	0.08	TRUE	TRUE
YNL040W	0.11	0.1	TRUE	FALSE
YNL042W	0.11	0.08	TRUE	TRUE
YNL043C	0.12	0.15	TRUE	FALSE
YNL045W	0.11	0.16	TRUE	FALSE
YNL048W	0.11	0.08	TRUE	TRUE
YNL051W	0.11	0.08	TRUE	TRUE
YNL053W	0.11	0.08	TRUE	TRUE
YNL054W	0.11	0.08	TRUE	TRUE
YNL061W	0.11	0.1	TRUE	FALSE
YNL063W	0.11	0.08	TRUE	TRUE
YNL065W	0.11	0.08	TRUE	TRUE
YNL071W	0.8	0.81	FALSE	FALSE
YNL072W	0.11	0.08	TRUE	TRUE
YNL073W	0.11	0.08	TRUE	TRUE
YNL074C	0.11	0.08	TRUE	TRUE
YNL076W	0.11	0.08	TRUE	TRUE
YNL080C	0.13	0.22	FALSE	FALSE
YNL084C	0.11	0.09	TRUE	FALSE
YNL085W	0.11	0.08	TRUE	TRUE
YNL087W	0.11	0.08	TRUE	TRUE
YNL088W	0.11	0.08	TRUE	TRUE
YNL090W	0.11	0.16	TRUE	FALSE
YNL091W	0.11	0.08	TRUE	TRUE
YNL092W	0.11	0.08	TRUE	TRUE
YNL093W	0.11	0.08	TRUE	TRUE
YNL094W	0.11	0.09	TRUE	TRUE
YNL097C	0.11	0.12	TRUE	FALSE
YNL103W	0.11	0.08	TRUE	TRUE
YNL107W	0.11	0.08	TRUE	TRUE
YNL110C	0.11	0.09	TRUE	TRUE
YNL111C	0.11	0.19	TRUE	FALSE
YNL113W	0.13	0.15	FALSE	FALSE
YNL114C	0.11	0.08	TRUE	TRUE
YNL115C	0.11	0.08	TRUE	TRUE
YNL116W	0.11	0.09	TRUE	TRUE
YNL117W	0.11	0.08	TRUE	TRUE
YNL118C	0.11	0.08	TRUE	TRUE
YNL121C	0.11	0.1	TRUE	FALSE
YNL122C	0.11	0.08	TRUE	TRUE
YNL123W	0.11	0.08	TRUE	TRUE
YNL124W	0.11	0.13	FALSE	FALSE
YNL125C	0.14	0.23	FALSE	FALSE
YNL129W	0.11	0.08	TRUE	TRUE
YNL132W	0.11	0.11	TRUE	FALSE
YNL133C	0.11	0.08	TRUE	TRUE
YNL134C	2.28	2.07	FALSE	FALSE
YNL136W	0.11	0.08	TRUE	TRUE
YNL137C	0.11	0.08	TRUE	TRUE
YNL144C	0.11	0.08	TRUE	TRUE
YNL147W	0.11	0.13	TRUE	FALSE
YNL150W	0.11	0.08	TRUE	TRUE
YNL155W	0.11	0.08	TRUE	TRUE
YNL158W	0.11	0.11	TRUE	FALSE
YNL159C	0.11	0.09	FALSE	FALSE
YNL163C	0.11	0.08	TRUE	TRUE
YNL165W	0.11	0.09	TRUE	FALSE
YNL166C	0.11	0.08	TRUE	TRUE
YNL167C	0.11	0.08	TRUE	FALSE
YNL170W	0.11	0.08	TRUE	TRUE
YNL173C	0.11	0.08	TRUE	TRUE
YNL174W	0.11	0.08	TRUE	TRUE
YNL175C	0.11	0.1	TRUE	FALSE
YNL176C	0.11	0.08	TRUE	TRUE
YNL177C	0.11	0.08	TRUE	FALSE
YNL181W	0.11	0.08	TRUE	TRUE
YNL183C	0.11	0.09	TRUE	FALSE
YNL186W	0.11	0.08	TRUE	TRUE
YNL191W	0.11	0.08	TRUE	TRUE
YNL192W	0.13	0.14	FALSE	FALSE
YNL193W	0.11	0.13	TRUE	FALSE
YNL194C	0.11	0.08	TRUE	TRUE
YNL195C	0.11	0.08	TRUE	TRUE
YNL199C	0.11	0.11	TRUE	FALSE
YNL200C	0.31	0.29	FALSE	FALSE
YNL201C	0.11	0.08	TRUE	TRUE
YNL202W	0.11	0.08	TRUE	TRUE
YNL206C	0.11	0.08	TRUE	TRUE
YNL211C	0.11	0.08	TRUE	TRUE
YNL213C	0.11	0.08	TRUE	TRUE
YNL216W	0.11	0.09	TRUE	TRUE
YNL217W	0.11	0.09	TRUE	FALSE
YNL221C	0.11	0.08	TRUE	TRUE
YNL222W	0.11	0.08	TRUE	TRUE
YNL223W	0.11	0.08	TRUE	TRUE
YNL230C	0.11	0.08	TRUE	TRUE
YNL234W	0.11	0.08	TRUE	TRUE
YNL236W	0.11	0.08	TRUE	TRUE
YNL237W	0.11	0.08	TRUE	TRUE
YNL238W	0.11	0.11	TRUE	FALSE
YNL245C	0.11	0.08	TRUE	TRUE
YNL246W	0.18	0.17	FALSE	FALSE
YNL249C	0.11	0.08	TRUE	FALSE
YNL252C	0.11	0.12	TRUE	FALSE
YNL256W	0.11	0.08	TRUE	TRUE
YNL259C	0.22	0.2	FALSE	FALSE
YNL261W	0.11	0.1	TRUE	FALSE
YNL262W	0.11	0.08	TRUE	TRUE
YNL264C	0.11	0.09	TRUE	FALSE
YNL265C	0.11	0.09	TRUE	FALSE
YNL271C	0.11	0.08	TRUE	TRUE
YNL274C	0.19	0.32	FALSE	FALSE
YNL277W	0.11	0.08	TRUE	TRUE
YNL278W	0.11	0.08	TRUE	TRUE
YNL284C	0.18	0.18	FALSE	FALSE
YNL289W	0.11	0.08	TRUE	TRUE
YNL290W	0.11	0.08	TRUE	TRUE
YNL292W	0.11	0.08	TRUE	TRUE
YNL293W	0.11	0.08	TRUE	TRUE
YNL294C	0.11	0.08	TRUE	FALSE
YNL303W	0.11	0.1	TRUE	FALSE
YNL304W	0.11	0.08	TRUE	TRUE
YNL308C	0.11	0.08	TRUE	TRUE
YNL310C	0.11	0.08	TRUE	TRUE
YNL313C	0.11	0.08	TRUE	TRUE
YNL314W	0.11	0.08	TRUE	TRUE
YNL315C	0.11	0.08	TRUE	TRUE
YNL316C	0.11	0.1	TRUE	TRUE
YNL317W	0.11	0.08	TRUE	TRUE
YNL320W	0.23	0.25	FALSE	FALSE
YNL323W	0.11	0.17	TRUE	FALSE
YNL326C	0.11	0.09	TRUE	TRUE
YNL328C	0.11	0.08	TRUE	TRUE
YNL329C	0.11	0.08	TRUE	TRUE
YNL330C	0.16	0.15	FALSE	FALSE
YNL331C	0.11	0.08	TRUE	TRUE
YNL332W	0.11	0.08	TRUE	TRUE
YNL333W	0.11	0.08	TRUE	TRUE
YNL334C	0.11	0.08	TRUE	TRUE
YNL336W	0.31	0.22	FALSE	FALSE
YNL337W	0.11	0.08	TRUE	TRUE
YNR001C	1.13	0.82	FALSE	FALSE
YNR002C	0.12	0.12	FALSE	FALSE
YNR006W	0.11	0.08	TRUE	TRUE
YNR007C	0.11	0.08	FALSE	TRUE
YNR010W	0.11	0.08	TRUE	TRUE
YNR011C	0.11	0.08	TRUE	TRUE
YNR012W	0.11	0.08	TRUE	TRUE
YNR013C	0.11	0.13	TRUE	FALSE
YNR014W	0.49	0.19	FALSE	FALSE
YNR015W	0.11	0.09	TRUE	TRUE
YNR019W	0.11	0.08	TRUE	TRUE
YNR020C	0.11	0.08	TRUE	TRUE
YNR022C	0.11	0.08	TRUE	TRUE
YNR025C	0.11	0.08	TRUE	TRUE
YNR026C	0.11	0.08	TRUE	TRUE
YNR027W	0.11	0.08	TRUE	TRUE
YNR028W	0.11	0.09	TRUE	FALSE
YNR029C	0.11	0.08	TRUE	TRUE
YNR031C	0.11	0.08	TRUE	TRUE
YNR033W	0.11	0.08	TRUE	TRUE
YNR034W	0.13	0.09	FALSE	FALSE
YNR037C	0.18	0.18	FALSE	FALSE
YNR038W	0.11	0.1	TRUE	FALSE
YNR039C	0.12	0.14	TRUE	FALSE
YNR040W	0.11	0.08	TRUE	TRUE
YNR047W	0.11	0.08	TRUE	TRUE
YNR048W	0.11	0.08	TRUE	TRUE
YNR049C	0.11	0.08	TRUE	TRUE
YNR051C	0.11	0.08	TRUE	TRUE
YNR054C	0.11	0.08	TRUE	TRUE
YNR057C	0.11	0.11	TRUE	FALSE
YNR058W	0.11	0.08	TRUE	TRUE
YNR065C	0.11	0.1	TRUE	FALSE
YNR068C	0.11	0.08	TRUE	TRUE
YNR071C	0.11	0.08	TRUE	TRUE
YNR074C	0.11	0.08	TRUE	TRUE
YNR075W	0.11	0.08	TRUE	TRUE
YOL001W	0.11	0.08	TRUE	TRUE
YOL003C	0.11	0.08	TRUE	TRUE
YOL004W	0.11	0.09	TRUE	TRUE
YOL005C	0.44	0.42	FALSE	FALSE
YOL007C	0.11	0.08	TRUE	TRUE
YOL008W	0.11	0.14	FALSE	FALSE
YOL009C	0.11	0.1	TRUE	FALSE
YOL010W	0.11	0.1	TRUE	FALSE
YOL011W	0.15	0.1	FALSE	FALSE
YOL013C	0.11	0.08	TRUE	TRUE
YOL016C	0.24	0.13	FALSE	FALSE
YOL026C	0.36	0.34	FALSE	FALSE
YOL031C	0.11	0.08	TRUE	TRUE
YOL032W	0.11	0.12	TRUE	FALSE
YOL033W	0.11	0.08	TRUE	TRUE
YOL035C	0.11	0.1	TRUE	FALSE
YOL036W	0.11	0.08	TRUE	TRUE
YOL043C	0.11	0.08	TRUE	TRUE
YOL048C	0.17	0.17	FALSE	FALSE
YOL049W	0.13	0.11	FALSE	FALSE
YOL051W	0.11	0.08	TRUE	TRUE
YOL052C	0.24	0.18	FALSE	FALSE
YOL053W	0.11	0.08	TRUE	TRUE
YOL055C	0.11	0.09	TRUE	FALSE
YOL056W	0.11	0.08	TRUE	TRUE
YOL060C	0.11	0.14	TRUE	FALSE
YOL062C	0.11	0.15	TRUE	FALSE
YOL063C	0.11	0.09	TRUE	TRUE
YOL064C	0.11	0.13	TRUE	FALSE
YOL065C	0.11	0.08	TRUE	TRUE
YOL066C	0.11	0.08	TRUE	TRUE
YOL068C	0.11	0.12	TRUE	FALSE
YOL070C	0.11	0.08	TRUE	TRUE
YOL072W	0.11	0.08	TRUE	TRUE
YOL075C	0.11	0.08	TRUE	TRUE
YOL080C	0.11	0.08	TRUE	TRUE
YOL081W	0.11	0.09	TRUE	FALSE
YOL082W	0.11	0.12	FALSE	FALSE
YOL083W	0.11	0.11	FALSE	FALSE
YOL084W	0.11	0.08	TRUE	TRUE
YOL087C	0.11	0.08	TRUE	TRUE
YOL088C	0.14	0.11	FALSE	FALSE
YOL090W	0.11	0.08	TRUE	TRUE
YOL094C	0.11	0.17	TRUE	FALSE
YOL096C	0.11	0.11	TRUE	FALSE
YOL098C	0.11	0.1	TRUE	TRUE
YOL101C	0.11	0.08	TRUE	TRUE
YOL102C	0.11	0.08	TRUE	TRUE
YOL103W	0.22	0.23	FALSE	FALSE
YOL106W	0.11	0.08	TRUE	TRUE
YOL112W	0.11	0.08	TRUE	TRUE
YOL119C	0.11	0.08	TRUE	TRUE
YOL124C	0.11	0.08	TRUE	TRUE
YOL125W	0.11	0.09	TRUE	TRUE
YOL126C	0.18	0.14	FALSE	FALSE
YOL128C	0.11	0.08	TRUE	TRUE
YOL130W	0.11	0.08	TRUE	TRUE
YOL133W	0.19	0.15	TRUE	TRUE
YOL135C	0.11	0.09	TRUE	TRUE
YOL137W	0.11	0.08	TRUE	TRUE
YOL140W	0.11	0.11	TRUE	FALSE
YOL146W	0.11	0.09	TRUE	TRUE
YOL148C	0.11	0.08	TRUE	TRUE
YOL149W	0.11	0.08	TRUE	TRUE
YOL151W	0.64	0.42	FALSE	FALSE
YOL153C	0.17	0.15	FALSE	FALSE
YOL155C	0.13	0.13	TRUE	FALSE
YOL158C	0.11	0.09	TRUE	FALSE
YOL159C	0.11	0.13	TRUE	FALSE
YOL162W	0.11	0.08	TRUE	TRUE
YOL164W	0.11	0.11	TRUE	FALSE
YOL165C	0.11	0.1	TRUE	FALSE
YOR002W	0.18	0.13	FALSE	FALSE
YOR004W	0.11	0.08	TRUE	FALSE
YOR006C	0.11	0.08	TRUE	TRUE
YOR009W	0.26	0.09	FALSE	FALSE
YOR013W	0.11	0.11	TRUE	FALSE
YOR014W	0.11	0.08	TRUE	TRUE
YOR018W	0.11	0.08	TRUE	TRUE
YOR022C	0.11	0.12	TRUE	TRUE
YOR027W	0.3	0.21	FALSE	FALSE
YOR031W	0.16	0.17	FALSE	FALSE
YOR034C	0.11	0.1	TRUE	FALSE
YOR035C	0.11	0.09	TRUE	FALSE
YOR036W	0.11	0.08	TRUE	TRUE
YOR040W	0.11	0.08	TRUE	TRUE
YOR043W	0.11	0.09	TRUE	TRUE
YOR044W	0.16	0.12	FALSE	FALSE
YOR047C	0.11	0.1	TRUE	FALSE
YOR052C	0.17	0.15	FALSE	FALSE
YOR053W	0.11	0.08	TRUE	TRUE
YOR054C	0.11	0.08	TRUE	TRUE
YOR056C	0.11	0.08	TRUE	TRUE
YOR057W	0.11	0.08	TRUE	TRUE
YOR062C	0.11	0.15	TRUE	FALSE
YOR064C	0.11	0.08	TRUE	TRUE
YOR065W	0.28	0.23	FALSE	FALSE
YOR066W	0.11	0.11	TRUE	FALSE
YOR067C	0.18	0.16	FALSE	FALSE
YOR069W	0.11	0.08	TRUE	TRUE
YOR071C	0.11	0.09	TRUE	FALSE
YOR072W	0.11	0.09	TRUE	FALSE
YOR074C	0.11	0.08	TRUE	TRUE
YOR078W	0.11	0.09	TRUE	FALSE
YOR081C	0.11	0.09	TRUE	FALSE
YOR084W	0.18	0.17	FALSE	FALSE
YOR086C	0.11	0.13	TRUE	FALSE
YOR087W	0.11	0.08	TRUE	TRUE
YOR088W	0.11	0.08	TRUE	TRUE
YOR090C	0.11	0.08	TRUE	TRUE
YOR091W	0.11	0.15	TRUE	FALSE
YOR094W	0.11	0.08	TRUE	TRUE
YOR097C	0.14	0.19	FALSE	FALSE
YOR098C	0.11	0.1	TRUE	FALSE
YOR101W	0.11	0.09	TRUE	FALSE
YOR102W	0.11	0.08	TRUE	TRUE
YOR104W	0.11	0.08	TRUE	TRUE
YOR107W	0.11	0.08	TRUE	TRUE
YOR109W	0.11	0.08	TRUE	TRUE
YOR110W	0.11	0.08	TRUE	TRUE
YOR112W	0.11	0.08	TRUE	TRUE
YOR115C	0.11	0.08	TRUE	TRUE
YOR116C	0.11	0.08	TRUE	TRUE
YOR117W	0.33	0.23	FALSE	FALSE
YOR119C	0.11	0.08	TRUE	TRUE
YOR120W	0.11	0.14	TRUE	FALSE
YOR121C	0.11	0.08	TRUE	TRUE
YOR123C	0.11	0.1	TRUE	FALSE
YOR124C	0.11	0.08	TRUE	TRUE
YOR125C	0.11	0.1	FALSE	FALSE
YOR126C	0.11	0.08	TRUE	TRUE
YOR129C	0.11	0.08	TRUE	TRUE
YOR132W	0.11	0.1	TRUE	FALSE
YOR134W	0.11	0.08	TRUE	TRUE
YOR135C	0.11	0.08	TRUE	TRUE
YOR137C	0.11	0.08	TRUE	TRUE
YOR138C	0.11	0.08	TRUE	TRUE
YOR140W	0.11	0.08	TRUE	TRUE
YOR141C	0.11	0.08	TRUE	TRUE
YOR143C	0.11	0.08	TRUE	TRUE
YOR145C	0.11	0.08	TRUE	TRUE
YOR147W	0.11	0.08	TRUE	TRUE
YOR149C	0.11	0.08	TRUE	TRUE
YOR150W	0.3	0.16	FALSE	FALSE
YOR152C	0.11	0.1	TRUE	TRUE
YOR154W	0.11	0.08	TRUE	TRUE
YOR155C	0.11	0.08	TRUE	TRUE
YOR158W	0.11	0.11	TRUE	FALSE
YOR159C	0.11	0.14	FALSE	FALSE
YOR160W	0.11	0.09	TRUE	FALSE
YOR161C	0.25	0.16	FALSE	FALSE
YOR163W	0.11	0.08	TRUE	TRUE
YOR165W	0.12	0.08	FALSE	TRUE
YOR166C	0.11	0.08	TRUE	TRUE
YOR172W	0.11	0.08	TRUE	TRUE
YOR173W	0.11	0.08	TRUE	TRUE
YOR174W	0.11	0.08	TRUE	TRUE
YOR178C	0.11	0.08	TRUE	TRUE
YOR179C	0.11	0.08	TRUE	TRUE
YOR180C	0.11	0.08	TRUE	TRUE
YOR181W	0.11	0.1	TRUE	FALSE
YOR189W	0.11	0.11	TRUE	FALSE
YOR191W	0.11	0.08	TRUE	TRUE
YOR194C	0.11	0.08	TRUE	TRUE
YOR196C	0.11	0.09	TRUE	FALSE
YOR200W	0.11	0.08	TRUE	TRUE
YOR201C	0.11	0.09	FALSE	TRUE
YOR205C	0.11	0.08	TRUE	TRUE
YOR206W	0.11	0.09	TRUE	TRUE
YOR207C	0.11	0.1	TRUE	FALSE
YOR208W	0.11	0.08	TRUE	TRUE
YOR212W	0.11	0.14	FALSE	FALSE
YOR213C	0.11	0.08	TRUE	TRUE
YOR217W	0.11	0.09	TRUE	FALSE
YOR218C	0.11	0.08	TRUE	TRUE
YOR219C	0.11	0.08	TRUE	TRUE
YOR220W	0.32	0.22	FALSE	FALSE
YOR223W	0.11	0.08	TRUE	TRUE
YOR227W	0.11	0.08	TRUE	TRUE
YOR228C	0.39	0.34	FALSE	FALSE
YOR229W	0.17	0.13	FALSE	FALSE
YOR231W	0.11	0.11	TRUE	FALSE
YOR233W	0.11	0.08	TRUE	TRUE
YOR236W	0.11	0.11	TRUE	FALSE
YOR238W	0.11	0.1	TRUE	FALSE
YOR239W	0.11	0.14	FALSE	FALSE
YOR240W	0.11	0.1	TRUE	FALSE
YOR241W	0.11	0.11	TRUE	FALSE
YOR243C	0.11	0.08	TRUE	TRUE
YOR244W	0.11	0.08	TRUE	TRUE
YOR245C	0.11	0.11	TRUE	FALSE
YOR249C	0.11	0.08	TRUE	TRUE
YOR250C	0.11	0.08	TRUE	FALSE
YOR253W	0.22	0.27	FALSE	FALSE
YOR254C	0.11	0.2	FALSE	FALSE
YOR258W	0.11	0.08	TRUE	TRUE
YOR261C	0.11	0.09	TRUE	FALSE
YOR262W	0.11	0.09	TRUE	FALSE
YOR264W	0.11	0.08	TRUE	TRUE
YOR266W	0.11	0.08	TRUE	TRUE
YOR267C	0.61	0.55	FALSE	FALSE
YOR269W	0.11	0.08	TRUE	TRUE
YOR272W	0.11	0.09	TRUE	FALSE
YOR275C	0.11	0.08	TRUE	TRUE
YOR278W	0.11	0.08	TRUE	TRUE
YOR280C	0.17	0.1	FALSE	FALSE
YOR281C	0.11	0.08	TRUE	TRUE
YOR284W	0.11	0.08	TRUE	TRUE
YOR289W	0.11	0.14	TRUE	FALSE
YOR291W	0.14	0.09	TRUE	FALSE
YOR292C	0.11	0.08	TRUE	TRUE
YOR294W	0.11	0.08	TRUE	TRUE
YOR297C	0.19	0.17	FALSE	FALSE
YOR299W	0.11	0.08	TRUE	TRUE
YOR304C-A	0.11	0.08	TRUE	TRUE
YOR304W	0.11	0.08	TRUE	TRUE
YOR305W	0.13	0.08	FALSE	TRUE
YOR306C	0.11	0.08	TRUE	TRUE
YOR307C	0.11	0.1	TRUE	FALSE
YOR311C	0.38	0.38	FALSE	FALSE
YOR315W	0.11	0.08	TRUE	TRUE
YOR318C	0.11	0.08	TRUE	TRUE
YOR319W	0.11	0.08	TRUE	TRUE
YOR320C	0.11	0.11	TRUE	FALSE
YOR321W	0.11	0.09	TRUE	FALSE
YOR322C	0.11	0.08	TRUE	TRUE
YOR328W	0.11	0.08	TRUE	TRUE
YOR329C	0.11	0.1	TRUE	FALSE
YOR331C	0.11	0.08	TRUE	TRUE
YOR332W	0.91	0.49	FALSE	FALSE
YOR336W	0.11	0.12	TRUE	FALSE
YOR337W	0.11	0.08	TRUE	TRUE
YOR338W	0.11	0.08	TRUE	TRUE
YOR340C	0.11	0.08	TRUE	TRUE
YOR341W	0.11	0.08	TRUE	TRUE
YOR342C	0.11	0.08	TRUE	TRUE
YOR343C	0.11	0.08	TRUE	TRUE
YOR344C	0.21	0.17	FALSE	FALSE
