orf	name	YPD0.1_rpkb	YPD0.2_rpkb	YPD15.1_rpkb	YPD15.2_rpkb	HS15.1_rpkb	HS15.2_rpkb	YPD0_rpkb	YPD15_rpkb	HS15_rpkb	YPD0_copies_per_cell	YPD15_copies_per_cell	HS15_copies_per_cell
YNL156C	NSG2	338.04	327.94	417.78	377.35	1007.39	624.43	332.99	397.57	815.91	1.23	1.61	3.38
YNL155W	NA	433.51	327.89	405.26	361.05	1402.45	768.77	380.7	383.16	1085.61	1.41	1.56	4.5
YNL154C	YCK2	547.34	546.73	539.35	473.54	432.34	332.09	547.03	506.44	382.22	2.02	2.06	1.58
YNL153C	GIM3	511.74	496.23	444.54	467.8	346.33	196.42	503.98	456.17	271.38	1.86	1.85	1.12
YNL152W	NA	108.58	94.6	104.47	85.55	101.18	61.69	101.59	95.01	81.44	0.38	0.39	0.34
YNL151C	RPC31	356.52	234.13	255.42	198.22	37.25	21.28	295.33	226.82	29.27	1.09	0.92	0.12
YNL150W	NA	589.21	505.39	443.76	387.06	352.54	197.23	547.3	415.41	274.88	2.02	1.69	1.14
YNL149C	PGA2	659.79	520.62	484.54	402.06	432.99	201.03	590.21	443.3	317.01	2.18	1.8	1.31
YNL148C	ALF1	124.12	153.17	117.52	105.63	62.06	30.37	138.64	111.58	46.21	0.51	0.45	0.19
YNL147W	LSM7	609.28	548.36	562.86	551.26	661.51	310.44	578.82	557.06	485.98	2.14	2.26	2.01
YNL146C-A	NA	109.07	166.2	83.1	72.71	129.84	72.71	137.63	77.91	101.28	0.51	0.32	0.42
YNL146W	NA	63.11	59.78	39.86	46.5	139.5	43.18	61.44	43.18	91.34	0.23	0.18	0.38
YNL145W	MFA2	7841.33	8923.19	7685.54	6750.81	4465.92	1644.43	8382.26	7218.18	3055.18	30.94	29.3	12.66
YNL144W-A	NA	107.62	95.67	155.46	119.58	155.46	155.46	101.64	137.52	155.46	0.38	0.56	0.64
YNL144C	NA	62.71	91.34	94.97	80.43	84.52	69.07	77.03	87.7	76.8	0.28	0.36	0.32
YNL143C	NA	39.99	42.66	45.32	31.99	74.65	31.99	41.32	38.66	53.32	0.15	0.16	0.22
YNL142W	MEP2	66.18	83.74	71.59	66.86	39.84	31.74	74.96	69.22	35.79	0.28	0.28	0.15
YNL141W	AAH1	500.52	316.58	305.93	182.98	47.44	20.33	408.55	244.45	33.88	1.51	0.99	0.14
YNL140C	NA	253	224.7	180.46	201.7	139.77	99.08	238.85	191.08	119.43	0.88	0.78	0.49
YNL139C	RLR1	96.76	96.34	78.25	78.67	45.64	63.73	96.55	78.46	54.69	0.36	0.32	0.23
YNL138W-A	YSF3	157.51	137.82	149.63	114.19	208.7	141.76	147.66	131.91	175.23	0.55	0.54	0.73
YNL138W	SRV2	812.53	833.66	790.12	822.77	976.44	879.76	823.09	806.45	928.1	3.04	3.27	3.85
YNL137C	NAM9	288.98	271.74	291.05	292.43	242.08	168.29	280.36	291.74	205.18	1.03	1.18	0.85
YNL136W	EAF7	206.09	259.61	200.5	192.51	216.48	177.33	232.85	196.51	196.9	0.86	0.8	0.82
YNL135C	FPR1	4436.6	4424.84	4492.47	4160.24	6224.18	4436.6	4430.72	4326.35	5330.39	16.36	17.56	22.09
YNL134C	NA	713.23	414.33	840.3	587.94	1787.99	1659.12	563.78	714.12	1723.55	2.08	2.9	7.14
YNL133C	FYV6	111.68	107.83	103.98	98.2	173.3	78.95	109.76	101.09	126.12	0.41	0.41	0.52
YNL132W	KRE33	227.84	125.09	148.7	130.51	15.32	6.06	176.46	139.61	10.69	0.65	0.57	0.04
YNL131W	TOM22	1246.9	1065.93	1266.76	1085.79	1129.93	924.69	1156.41	1176.28	1027.31	4.27	4.77	4.26
YNL130C	CPT1	333.81	317.55	336.38	300.43	640.23	501.57	325.68	318.4	570.9	1.2	1.29	2.37
YNL130C-A	NA	27.55	27.55	20.67	0	55.11	41.33	27.55	10.33	48.22	0.1	0.04	0.2
YNL129W	NRK1	229.62	250.63	176.42	184.82	267.43	200.22	240.13	180.62	233.83	0.89	0.73	0.97
YNL128W	TEP1	10.87	13.2	10.87	10.09	16.3	19.4	12.03	10.48	17.85	0.04	0.04	0.07
YNL127W	FAR11	65.76	69.65	69.65	58.34	112.43	110.67	67.71	64	111.55	0.25	0.26	0.46
YNL126W	SPC98	90.93	77.83	81	63.14	46.06	25.81	84.38	72.07	35.94	0.31	0.29	0.15
YNL125C	ESBP6	119.47	164.15	152.1	145.58	407.61	424.68	141.81	148.84	416.15	0.52	0.6	1.72
YNL124W	NAF1	140.63	110.44	102.9	58.31	89.18	76.83	125.54	80.6	83	0.46	0.33	0.34
YNL123W	NMA111	218.21	145.92	168.21	159.43	78.37	60.12	182.06	163.82	69.25	0.67	0.66	0.29
YNL122C	NA	237.08	202.39	306.47	254.43	410.55	251.54	219.73	280.45	331.04	0.81	1.14	1.37
YNL121C	TOM70	739.98	728.01	736.17	754.66	458.88	408.32	733.99	745.41	433.6	2.71	3.03	1.8
YNL119W	NCS2	109.61	85.78	66.04	46.98	14.3	6.13	97.7	56.51	10.21	0.36	0.23	0.04
YNL120C	NA	66.44	64.36	45.67	22.84	4.15	6.23	65.4	34.26	5.19	0.24	0.14	0.02
YNL118C	DCP2	264.5	285.97	251.69	227.46	307.09	277.31	275.24	239.58	292.2	1.02	0.97	1.21
YNL117W	MLS1	6.09	12.79	10.35	9.74	18.27	10.35	9.44	10.05	14.31	0.03	0.04	0.06
YNL116W	DMA2	94.28	120.76	77.49	63.29	61.99	59.41	107.52	70.39	60.7	0.4	0.29	0.25
YNL115C	NA	132.89	206.89	154.26	157.38	354.37	332.49	169.89	155.82	343.43	0.63	0.63	1.42
YNL113W	RPC19	523.85	315.26	384	272.59	75.85	49.78	419.56	328.3	62.81	1.55	1.33	0.26
YNL114C	NA	443.18	251.68	320.07	259.89	49.24	41.03	347.43	289.98	45.14	1.28	1.18	0.19
YNL112W	DBP2	663.07	266.84	305.22	241.45	40.86	34.05	464.96	273.34	37.46	1.72	1.11	0.16
YNL111C	CYB5	291.03	446.24	254.99	199.56	58.21	41.58	368.63	227.28	49.89	1.36	0.92	0.21
YNL110C	NOP15	571.32	342.49	386.44	306.12	33.34	4.55	456.9	346.28	18.94	1.69	1.41	0.08
YNL109W	NA	282.68	225.4	253.12	212.47	177.37	134.87	254.04	232.79	156.12	0.94	0.94	0.65
YNL108C	NA	245.85	207.36	234.67	173.83	161.42	120.44	226.6	204.25	140.93	0.84	0.83	0.58
YNL107W	YAF9	105.65	83.33	102.68	96.73	101.19	66.96	94.49	99.7	84.08	0.35	0.4	0.35
YNL105W	NA	25.81	44.57	37.54	25.81	35.19	28.15	35.19	31.67	31.67	0.13	0.13	0.13
YNL106C	INP52	46.9	67.65	55.71	49.46	46.05	38.94	57.27	52.58	42.49	0.21	0.21	0.18
YNL103W-A	NA	257.46	671.64	436.57	391.79	223.88	279.85	464.55	414.18	251.87	1.71	1.68	1.04
YNL104C	LEU4	684.45	1098.47	778.38	744.88	507.95	485.22	891.46	761.63	496.58	3.29	3.09	2.06
YNL103W	MET4	186.98	210.04	163.92	148.88	138.36	125.32	198.51	156.4	131.84	0.73	0.63	0.55
YNL102W	POL1	137.72	108.52	109.44	98.4	25.75	18.62	123.12	103.92	22.19	0.45	0.42	0.09
YNL101W	AVT4	119.73	130.57	98.05	107	107	99.46	125.15	102.52	103.23	0.46	0.42	0.43
YNL100W	NA	195.34	248.49	271.47	270.03	555.87	334.67	221.92	270.75	445.27	0.82	1.1	1.84
YNL099C	OCA1	314.2	318.42	356.46	286.02	333.92	252.2	316.31	321.24	293.06	1.17	1.3	1.21
YNL098C	RAS2	844.46	881.95	1061.04	898.61	1929.45	1282.83	863.2	979.83	1606.14	3.19	3.98	6.65
YNL097C-B	NA	73.57	49.05	98.09	40.87	57.22	24.52	61.31	69.48	40.87	0.23	0.28	0.17
YNL097W-A	NA	116.5	122.98	84.14	84.14	155.34	135.92	119.74	84.14	145.63	0.44	0.34	0.6
YNL097C	PHO23	105.85	77.35	94.66	79.39	154.71	101.78	91.6	87.02	128.24	0.34	0.35	0.53
YNL096C	RPS7B	3956.11	3319.42	3164.03	2348.2	1102.88	638.85	3637.77	2756.12	870.86	13.43	11.19	3.61
YNL095C	NA	76.52	95.91	53.98	35.64	53.46	36.69	86.22	44.81	45.07	0.32	0.18	0.19
YNL094W	APP1	157.18	218.56	139.97	134.81	158.32	124.48	187.87	137.39	141.4	0.69	0.56	0.59
YNL093W	YPT53	12.25	33.68	10.71	12.25	111.74	88.78	22.96	11.48	100.26	0.08	0.05	0.42
YNL092W	NA	20.2	37.87	36.19	34.51	134.66	111.1	29.04	35.35	122.88	0.11	0.14	0.51
YNL091W	NST1	373.73	354.92	324.11	330.66	325.75	397.71	364.32	327.39	361.73	1.34	1.33	1.5
YNL090W	RHO2	306.61	243.54	317.13	224.27	350.42	210.25	275.08	270.7	280.33	1.02	1.1	1.16
YNL089C	NA	319.49	259.85	330.14	236.42	366.35	215.12	289.67	283.28	290.73	1.07	1.15	1.2
YNL088W	TOP2	236.27	185.66	197.96	206.24	123.22	158.22	210.97	202.1	140.72	0.78	0.82	0.58
YNL087W	TCB2	218.38	197.2	200.63	190.33	55.81	54.38	207.79	195.48	55.1	0.77	0.79	0.23
YNL086W	NA	98.21	98.21	68.75	58.93	124.4	94.94	98.21	63.84	109.67	0.36	0.26	0.45
YNL085W	MKT1	496.46	417.9	454.34	433.69	257.14	242.15	457.18	444.02	249.65	1.69	1.8	1.03
YNL084C	END3	541.32	557.6	512.57	539.4	806.71	491.5	549.46	525.99	649.1	2.03	2.14	2.69
YNL083W	SAL1	90.85	93.32	88.38	82.82	103.83	80.96	92.09	85.6	92.4	0.34	0.35	0.38
YNL082W	PMS1	83.38	88.01	66.4	53.27	41.3	21.62	85.7	59.83	31.46	0.32	0.24	0.13
YNL081C	SWS2	410.85	443.54	499.56	415.52	672.31	350.16	427.2	457.54	511.23	1.58	1.86	2.12
YNL080C	EOS1	230.97	237.41	249.38	180.36	253.98	184.96	234.19	214.87	219.47	0.86	0.87	0.91
YNL079C	TPM1	2538.85	2496.93	2208.5	2288.99	3613.75	2426.5	2517.89	2248.74	3020.12	9.29	9.13	12.51
YNL078W	NIS1	212.85	266.69	249.29	222.79	228.59	120.09	239.77	236.04	174.34	0.89	0.96	0.72
YNL077W	APJ1	31.31	44.09	38.34	46	600.59	657.46	37.7	42.17	629.02	0.14	0.17	2.61
YNL076W	MKS1	117.68	128.64	129.79	117.1	162.67	158.63	123.16	123.45	160.65	0.45	0.5	0.67
YNL075W	IMP4	243.88	142.84	180.01	121.94	19.74	8.13	193.36	150.97	13.94	0.71	0.61	0.06
YNL074C	MLF3	277.21	298.88	277.21	286.18	741.97	721.05	288.04	281.69	731.51	1.06	1.14	3.03
YNL073W	MSK1	168.69	172.79	185.09	152.29	241.32	199.74	170.74	168.69	220.53	0.63	0.68	0.91
YNL072W	RNH201	89.19	84.79	94.7	81.48	88.09	40.74	86.99	88.09	64.42	0.32	0.36	0.27
YNL071W	LAT1	1709.24	2469.06	1813.49	1878.55	2095.44	2408.89	2089.15	1846.02	2252.16	7.71	7.49	9.33
YNL070W	TOM7	1196.14	1008.73	1080.39	942.58	1570.97	953.61	1102.43	1011.48	1262.29	4.07	4.11	5.23
YNL069C	RPL16B	8197.47	7251.47	7194.08	6277.69	1843.88	1364.39	7724.47	6735.88	1604.13	28.51	27.34	6.65
YNL068C	FKH2	106.15	108.88	96.78	75.32	65.95	85.47	107.52	86.05	75.71	0.4	0.35	0.31
YNL067W-A	NA	6.92	13.85	0	0	6.92	48.47	10.39	0	27.7	0.04	0	0.11
YNL067W-B	NA	0	7.18	0	0	7.18	14.37	3.59	0	10.78	0.01	0	0.04
YNL067W	RPL9B	3226.24	2987.38	2593.78	1894.03	1160.64	534.9	3106.81	2243.9	847.77	11.47	9.11	3.51
YNL066W	SUN4	866.95	793.91	714.52	577.97	278.66	193.71	830.43	646.25	236.19	3.07	2.62	0.98
YNL065W	AQR1	206.33	202.3	102.3	81.04	14.37	6.9	204.32	91.67	10.63	0.75	0.37	0.04
YNL064C	YDJ1	1133.49	642.56	876.14	850.73	4596.25	4104.5	888.02	863.44	4350.37	3.28	3.5	18.03
YNL063W	MTQ1	99.72	72.91	97.57	76.13	258.41	167.27	86.32	86.85	212.84	0.32	0.35	0.88
YNL062C	GCD10	159.23	89.09	111.53	99.61	11.22	5.61	124.16	105.57	8.42	0.46	0.43	0.03
YNL061W	NOP2	404.09	243.33	279.97	244.42	27.34	10.94	323.71	262.2	19.14	1.19	1.06	0.08
YNL059C	ARP5	285.46	251.28	244.62	242.84	201.55	160.27	268.37	243.73	180.91	0.99	0.99	0.75
YNL057W	NA	234.76	265.24	207.32	259.15	454.27	384.15	250	233.23	419.21	0.92	0.95	1.74
YNL058C	NA	310.33	365.79	261.28	289	547.08	452.17	338.06	275.14	499.62	1.25	1.12	2.07
YNL056W	OCA2	430.92	335.16	314.64	324.9	347.13	160.74	383.04	319.77	253.94	1.41	1.3	1.05
YNL055C	POR1	1956.09	3441.34	2384.03	2895.4	5551.21	5256.78	2698.72	2639.71	5403.99	9.96	10.72	22.39
YNL054W	VAC7	76.36	69.13	70	67.11	66.82	84.17	72.75	68.55	75.49	0.27	0.28	0.31
YNL053W	MSG5	88.13	97.77	89.51	84.69	36.49	18.59	92.95	87.1	27.54	0.34	0.35	0.11
YNL052W	COX5A	420.24	470.85	583.06	666.67	695.27	523.65	445.54	624.86	609.46	1.64	2.54	2.53
YNL051W	COG5	120.67	142.31	118.18	122.34	190.58	134.82	131.49	120.26	162.7	0.49	0.49	0.67
YNL050C	NA	169.5	132.38	134.86	121.25	120.01	55.68	150.94	128.05	87.84	0.56	0.52	0.36
YNL049C	SFB2	177.45	146.34	120.99	124.45	89.88	99.48	161.89	122.72	94.68	0.6	0.5	0.39
YNL048W	ALG11	184.17	168.21	175.58	170.05	112.34	84.72	176.19	172.81	98.53	0.65	0.7	0.41
YNL047C	SLM2	69.79	75.94	70.81	52.85	65.17	32.84	72.87	61.83	49	0.27	0.25	0.2
YNL046W	NA	212.8	273.33	208.9	160.09	339.71	148.38	243.07	184.5	244.04	0.9	0.75	1.01
YNL045W	NA	226.38	327.05	273.96	267.45	463.27	436.73	276.71	270.7	450	1.02	1.1	1.86
YNL044W	YIP3	609.59	522.23	560.22	537.43	634.28	332.33	565.91	548.82	483.3	2.09	2.23	2
YNL043C	NA	704.31	572.25	666.58	628.85	720.03	327	638.28	647.71	523.52	2.36	2.63	2.17
YNL042W-B	NA	5.38	10.77	5.38	0	5.38	10.77	8.08	2.69	8.08	0.03	0.01	0.03
YNL042W	BOP3	67.97	77.32	67.97	45.88	124.9	77.32	72.64	56.93	101.11	0.27	0.23	0.42
YNL041C	COG6	178.23	172.64	150.26	145.86	119.89	90.31	175.43	148.06	105.1	0.65	0.6	0.44
YNL040W	NA	108.68	104.98	104.98	105.72	136.04	116.07	106.83	105.35	126.06	0.39	0.43	0.52
YNL039W	BDP1	177.7	193.08	158.9	150.36	203.33	163.46	185.39	154.63	183.39	0.68	0.63	0.76
YNL038W	GPI15	273.66	241.46	213.66	204.88	182.93	42.44	257.56	209.27	112.68	0.95	0.85	0.47
YNL037C	IDH1	631.33	1087.09	543.54	630.4	1276.68	940.46	859.21	586.97	1108.57	3.17	2.38	4.59
YNL036W	NCE103	124.21	143.9	180.26	124.21	493.81	177.23	134.06	152.23	335.52	0.49	0.62	1.39
YNL035C	NA	145.71	100.88	112.95	96.57	97.43	96.57	123.29	104.76	97	0.46	0.43	0.4
YNL034W	NA	8.47	2.82	5.64	0	14.11	11.29	5.64	2.82	12.7	0.02	0.01	0.05
YNL033W	NA	0	0	0	0	0	0	0	0	0	0	0	0
YNL032W	SIW14	178.74	142.75	164.34	128.36	170.34	76.77	160.74	146.35	123.56	0.59	0.59	0.51
YNL031C	HHT2	6678.73	5875.89	6477.05	5449.26	9928.89	6380.09	6277.31	5963.15	8154.49	23.17	24.21	33.79
YNL030W	HHF2	6581.3	5034.54	6156.7	4599.83	6803.71	3598.99	5807.92	5378.26	5201.35	21.44	21.83	21.55
YNL028W	NA	12.67	9.5	25.35	15.84	19.01	9.5	11.09	20.59	14.26	0.04	0.08	0.06
YNL029C	KTR5	85.49	74.56	75.85	57.21	77.78	58.49	80.03	66.53	68.14	0.3	0.27	0.28
YNL027W	CRZ1	100.5	96.5	90.5	98	99	95.5	98.5	94.25	97.25	0.36	0.38	0.4
YNL026W	SAM50	155.74	155.74	152.26	146.7	254.47	207.19	155.74	149.48	230.83	0.57	0.61	0.96
YNL025C	SSN8	73.74	98.67	98.67	82.05	187.99	111.14	86.21	90.36	149.57	0.32	0.37	0.62
YNL024C-A	NA	517.42	526.66	563.62	531.28	549.76	448.12	522.04	547.45	498.94	1.93	2.22	2.07
YNL024C	NA	93.74	124.99	52.99	38.04	20.38	8.15	109.37	45.51	14.27	0.4	0.18	0.06
YNL023C	FAP1	92.69	60.63	49.83	38.33	13.94	6.97	76.66	44.08	10.45	0.28	0.18	0.04
YNL022C	NA	137.68	96.58	93.84	82.19	33.56	18.49	117.13	88.02	26.03	0.43	0.36	0.11
YNL021W	HDA1	94.65	93.22	92.26	72.66	80.79	98	93.93	82.46	89.39	0.35	0.33	0.37
YNL020C	ARK1	135.94	147	132.77	89.57	108.54	75.87	141.47	111.17	92.2	0.52	0.45	0.38
YNL019C	NA	0	0	89.55	0	89.55	0	0	44.78	44.78	0	0.18	0.19
YNL018C	NA	12.01	9	18.01	9	6	6	10.51	13.51	6	0.04	0.05	0.02
YNL017C	NA	40.57	5.07	5.07	0	0	40.57	22.82	2.54	20.29	0.08	0.01	0.08
YNL016W	PUB1	1283.6	1142.89	1146.64	1173.58	622.72	657.89	1213.25	1160.11	640.3	4.48	4.71	2.65
YNL015W	PBI2	739.01	1166.39	801.34	885.92	7283.25	4126.88	952.7	843.63	5705.06	3.52	3.42	23.64
YNL014W	HEF3	18.06	32.17	16.09	12.15	46.95	33.82	25.12	14.12	40.38	0.09	0.06	0.17
YNL013C	NA	59.23	64.62	51.16	24.23	107.7	40.39	61.93	37.69	74.04	0.23	0.15	0.31
YNL012W	SPO1	27.73	37.33	33.06	27.19	74.12	57.59	32.53	30.13	65.85	0.12	0.12	0.27
YNL011C	NA	107.28	148.83	111.06	87.64	285.58	118.61	128.06	99.35	202.1	0.47	0.4	0.84
YNL010W	NA	1758.96	1839.93	1805.03	1705.91	992.55	893.44	1799.44	1755.47	943	6.64	7.13	3.91
YNL009W	IDP3	29.67	32.88	34.49	36.89	69.77	66.56	31.28	35.69	68.17	0.12	0.14	0.28
YNL008C	ASI3	115.91	145.01	111.39	93.83	130.96	89.82	130.46	102.61	110.39	0.48	0.42	0.46
YNL007C	SIS1	1069.44	1150.53	1141.95	1376.63	13234.01	11524.43	1109.99	1259.29	12379.22	4.1	5.11	51.29
YNL006W	LST8	184.32	200.98	169.89	172.11	3259	1708.89	192.65	171	2483.95	0.71	0.69	10.29
YNL005C	MRP7	338.41	338.41	340.21	311.34	397.97	259.9	338.41	325.78	328.93	1.25	1.32	1.36
YNL004W	HRB1	305.62	309.35	267.6	240.77	165.48	121.5	307.48	254.19	143.49	1.14	1.03	0.59
YNL003C	PET8	161	217.83	200.07	174.02	280.57	189.41	189.41	187.05	234.99	0.7	0.76	0.97
YNL002C	RLP7	580.88	301.35	365.78	313.82	45.72	10.39	441.12	339.8	28.06	1.63	1.38	0.12
YNL001W	DOM34	238.9	172.64	204.9	166.53	81.96	61.03	205.77	185.72	71.5	0.76	0.75	0.3
YNR001C	CIT1	567.39	855.64	990.3	1192.99	2738.75	2626.53	711.51	1091.64	2682.64	2.63	4.43	11.12
YNR001W-A	NA	0	4.64	0	0	4.64	18.58	2.32	0	11.61	0.01	0	0.05
YNR002C	ATO2	41.91	69.45	43.11	68.25	238.29	142.49	55.68	55.68	190.39	0.21	0.23	0.79
YNR003W-A	NA	264.07	203.13	213.29	182.82	50.78	40.63	233.6	198.05	45.7	0.86	0.8	0.19
YNR003C	RPC34	219.49	155.12	135.07	110.8	47.49	30.6	187.3	122.93	39.04	0.69	0.5	0.16
YNR004W	NA	105.65	87.27	75.79	59.71	101.05	82.68	96.46	67.75	91.87	0.36	0.28	0.38
YNR006W	VPS27	125.72	123.01	167.45	124.64	167.99	139.81	124.36	146.04	153.9	0.46	0.59	0.64
YNR005C	NA	62.53	62.53	77.54	77.54	57.53	77.54	62.53	77.54	67.54	0.23	0.31	0.28
YNR007C	ATG3	69.02	92.75	93.83	105.69	143.43	130.49	80.88	99.76	136.96	0.3	0.4	0.57
YNR008W	LRO1	161.09	213.26	167.74	149.84	145.75	144.22	187.18	158.79	144.98	0.69	0.64	0.6
YNR009W	NRM1	225.21	215.77	176.66	165.87	111.93	98.44	220.49	171.26	105.19	0.81	0.7	0.44
YNR010W	CSE2	74.09	69.6	76.33	76.33	181.85	112.25	71.84	76.33	147.05	0.27	0.31	0.61
YNR011C	PRP2	70.05	70.81	55.12	49.38	51.29	56.27	70.43	52.25	53.78	0.26	0.21	0.22
YNR012W	URK1	110.1	84.59	61.09	49.68	6.71	6.04	97.34	55.38	6.38	0.36	0.22	0.03
YNR013C	PHO91	258.06	284.13	263.73	262.97	131.49	181.74	271.1	263.35	156.61	1	1.07	0.65
YNR014W	NA	34.86	66.56	142.62	120.44	610.1	540.38	50.71	131.53	575.24	0.19	0.53	2.38
YNR015W	SMM1	134.5	83.51	125.71	70.33	39.56	25.49	109.01	98.02	32.53	0.4	0.4	0.13
YNR016C	ACC1	596.86	806.33	519.59	481.11	189.24	216.86	701.59	500.35	203.05	2.59	2.03	0.84
YNR017W	TIM23	1063.09	1137.51	1037.27	946.15	583.18	441.94	1100.3	991.71	512.56	4.06	4.03	2.12
YNR018W	NA	559.16	765.64	494.35	470.23	426.53	348.15	662.4	482.29	387.34	2.45	1.96	1.6
YNR019W	ARE2	96.06	146.45	99.21	109.18	184.24	297.1	121.25	104.19	240.67	0.45	0.42	1
YNR020C	ATP23	158.58	121.41	147.43	131.32	121.41	91.68	140	139.38	106.55	0.52	0.57	0.44
YNR021W	NA	1087.88	1107.01	1058.77	1086.22	630.44	437.48	1097.45	1072.5	533.96	4.05	4.35	2.21
YNR022C	MRPL50	515.38	534.56	551.34	443.47	699.96	441.07	524.97	497.4	570.52	1.94	2.02	2.36
YNR023W	SNF12	77.38	72.02	89.88	71.43	79.16	75	74.7	80.65	77.08	0.28	0.33	0.32
YNR024W	NA	208.89	172.56	150.76	90.82	87.19	21.8	190.72	120.79	54.49	0.7	0.49	0.23
YNR025C	NA	245.99	220.55	147.03	104.62	115.93	48.07	233.27	125.82	82	0.86	0.51	0.34
YNR026C	SEC12	137.56	145.4	128.3	110.48	108.34	99.79	141.48	119.39	104.06	0.52	0.48	0.43
YNR027W	BUD17	172.34	201.06	111.7	108.51	93.62	87.23	186.7	110.11	90.43	0.69	0.45	0.37
YNR028W	CPR8	197.84	227.35	259.05	264.52	212.05	178.17	212.6	261.78	195.11	0.78	1.06	0.81
YNR029C	NA	155.47	145.31	151.56	136.72	73.44	57.81	150.39	144.14	65.62	0.56	0.59	0.27
YNR030W	ALG12	277.29	275.46	283.39	301.06	243.77	257.79	276.38	292.22	250.78	1.02	1.19	1.04
YNR031C	SSK2	96.99	94.86	89.33	84.86	65.93	69.34	95.92	87.1	67.64	0.35	0.35	0.28
YNR032W	PPG1	149.28	163.93	143.78	130.05	185.91	97.99	156.61	136.92	141.95	0.58	0.56	0.59
YNR032C-A	HUB1	393.96	276.23	285.28	212.83	624.91	362.26	335.09	249.06	493.58	1.24	1.01	2.05
YNR033W	ABZ1	113.61	89.17	99.03	93.03	188.21	192.07	101.39	96.03	190.14	0.37	0.39	0.79
YNR034W	SOL1	107.25	98.84	134.59	104.1	432.16	340.68	103.04	119.34	386.42	0.38	0.48	1.6
YNR034W-A	NA	180.99	1591.35	310.76	416.62	16091.07	8725.1	886.17	363.69	12408.08	3.27	1.48	51.41
YNR035C	ARC35	677.57	802.46	726.74	684.45	1659	1244.99	740.01	705.59	1452	2.73	2.86	6.02
YNR036C	NA	806.78	843.95	1014.48	841.76	1394.92	892.05	825.36	928.12	1143.48	3.05	3.77	4.74
YNR037C	RSM19	440.7	514.15	521.5	440.7	716.14	433.36	477.43	481.1	574.75	1.76	1.95	2.38
YNR038W	DBP6	134.18	97.29	111.19	91.95	15.5	8.02	115.74	101.57	11.76	0.43	0.41	0.05
YNR039C	ZRG17	79.04	90.73	72.92	49.54	51.76	39.52	84.88	61.23	45.64	0.31	0.25	0.19
YNR040W	NA	89.62	105.43	134.42	101.48	127.83	68.53	97.52	117.95	98.18	0.36	0.48	0.41
YNR042W	NA	96.66	120.24	141.45	110.81	117.88	70.73	108.45	126.13	94.3	0.4	0.51	0.39
YNR041C	COQ2	162.93	162.93	182.84	153.88	152.06	80.56	162.93	168.36	116.31	0.6	0.68	0.48
YNR043W	MVD1	463.07	402.75	429.09	414.64	181.83	172.48	432.91	421.87	177.16	1.6	1.71	0.73
YNR044W	AGA1	446.18	507.45	539.57	410.61	79.06	38.05	476.82	475.09	58.55	1.76	1.93	0.24
YNR045W	PET494	88.29	109.67	100.01	81.39	143.47	95.19	98.98	90.7	119.33	0.37	0.37	0.49
YNR046W	TRM112	325.87	308.46	340.8	248.76	156.72	79.6	317.16	294.78	118.16	1.17	1.2	0.49
YNR047W	NA	71.28	105.78	98.95	97.06	117.53	203.97	88.53	98	160.75	0.33	0.4	0.67
YNR048W	NA	55.63	65.05	47.07	32.52	35.95	38.51	60.34	39.8	37.23	0.22	0.16	0.15
YNR049C	MSO1	155.12	140.72	139.13	126.33	217.48	103.94	147.92	132.73	160.71	0.55	0.54	0.67
YNR050C	LYS9	603.66	548.64	576.52	510.21	266.03	222.32	576.15	543.36	244.18	2.13	2.21	1.01
YNR051C	BRE5	1098.02	927.29	815.21	745.48	518.06	400.11	1012.65	780.34	459.08	3.74	3.17	1.9
YNR052C	POP2	258.15	253.43	267.59	280.97	214.07	154.26	255.79	274.28	184.17	0.94	1.11	0.76
YNR053C	NOG2	494.95	303.74	214.69	158.77	23.47	26.92	399.34	186.73	25.2	1.47	0.76	0.1
YNR054C	ESF2	190.51	150.29	161.93	125.95	13.76	14.82	170.4	143.94	14.29	0.63	0.58	0.06
YNR055C	HOL1	236.79	256.33	204.03	190.81	230.47	155.18	246.56	197.42	192.83	0.91	0.8	0.8
YNR056C	BIO5	28.83	28.23	27.63	15.62	42.04	26.43	28.53	21.62	34.23	0.11	0.09	0.14
YNR057C	BIO4	31.13	53.76	19.81	16.98	42.45	26.88	42.45	18.39	34.66	0.16	0.07	0.14
YNR058W	BIO3	18.25	28.08	11.93	23.17	23.17	11.93	23.17	17.55	17.55	0.09	0.07	0.07
YNR059W	MNT4	80.73	110.35	63.89	60.4	38.91	21.49	95.54	62.14	30.2	0.35	0.25	0.13
YNR060W	FRE4	21.07	22.47	24.81	11.7	34.64	26.69	21.77	18.26	30.67	0.08	0.07	0.13
YNR061C	NA	373.28	302.91	310.56	273.84	234.06	113.21	338.09	292.2	173.64	1.25	1.19	0.72
YNR062C	NA	51.41	37.02	47.3	35.99	32.9	35.99	44.22	41.65	34.45	0.16	0.17	0.14
YNR063W	NA	19.4	19.95	9.42	6.1	6.1	0.55	19.67	7.76	3.32	0.07	0.03	0.01
YNR064C	NA	30.11	20.84	33.58	16.21	25.48	13.9	25.48	24.9	19.69	0.09	0.1	0.08
YNR065C	NA	67.43	108.92	48.99	49.56	35.73	36.31	88.18	49.27	36.02	0.33	0.2	0.15
YNR066C	NA	23.16	37.54	17.57	20.77	7.99	19.17	30.35	19.17	13.58	0.11	0.08	0.06
