#ORF	TR 1 (mol/min)	TR 2 (mol/min)	TR 3 (mol/min)	TR 4 (mol/min)	TR 5 (mol/min)	RA T1 (mol/cel)	RA T2 (mol/cel)	RA T3 (mol/cel)	RA T4 (mol/cel)	RA T5 (mol/cel)
orf	tr.1	tr.2	tr.3	tr.4	tr.5	ra.1	ra.2	ra.3	ra.4	ra.5
YOR303W	0.200600418	0.179818781	0.179818005	0.176383197	0.180474525	1.549420743	1.572880512	1.640119831	1.636321232	1.283085241
YOR304C-A	0.088062592	0.051346459	0.094336211	0.05635342	0.071718249	2.218346518	2.00941367	2.278431013	2.685377783	1.862096628
YOR304W	0.107521715	0.100149973	0.111735872	0.127684858	0.12637904	5.322685353	6.197885071	6.820409225	6.274017136	6.550177456
YOR305W	0.072993835	0.048923024	0.086978368	0.079151933	0.084332115	2.338526093	1.894768915	1.61773359	1.705378323	1.750928182
YOR306C	0.157260975	0.145205667	0.167339765	0.159663527	0.147992029	1.859385451	1.971446134	2.032484302	1.870279594	1.87970952
YOR307C	0.05033542	0.058225961	0.057983724	0.054628967	0.06293897	1.268963098	1.292800778	1.151305872	1.049256235	1.059164817
YOR308C	0.084841432	0.072466292	0.074503805	0.083598867	0.084741499	2.76840643	2.856569819	3.046218612	3.030418647	3.181090712
YOR309C	0.415169536	0.334566096	0.290611727	0.385374132	0.457613643	48.20537923	48.19811176	25.25702544	41.75358837	45.85269766
YOR310C	0.289984128	0.249529485	0.288378154	0.285276827	0.290068626	10.77921493	10.06586219	11.02894987	9.341436345	12.40286024
YOR311C	0.081771592	0.081849675	0.111972046	0.079934195	0.094366736	0.942286192	0.958369899	1.037626271	1.068038644	1.074335299
YOR312C	0.435081727	0.3378849	0.358008495	0.38523585	0.346300047	51.2331657	51.42109183	38.52009061	55.84381853	39.40655471
YOR313C	0.045005197	0.043525687	0.044968434	0.042850169	0.046096441	1.417478032	1.300675818	1.291313384	1.141324167	1.25422183
YOR314W	0.013761069	0.009305468	0.012653592	0.009967355	0.011558203	2.365444446	2.206127421	3.323401719	2.606103895	0.787983962
YOR315W	0.455288604	0.321246543	0.476305875	0.416673141	0.45593105	4.247780283	3.545775806	3.377728732	3.275849696	3.758972962
YOR316C	0.078214351	0.078904918	0.08619016	0.076763039	0.081600338	2.665667398	3.383394202	3.946575658	3.948999397	3.813723101
YOR318C	0.037488144	0.030891642	0.039887568	0.040290675	0.036349627	NA	NA	NA	NA	NA
YOR319W	0.044892777	0.027962126	0.051025923	0.044620014	0.04923577	0.957589272	0.842527898	0.797501786	0.673543986	1.093332751
YOR320C	0.061711577	0.053442869	0.061119927	0.056739764	0.055684445	1.54428093	1.483496031	1.436622443	1.270334675	1.523414822
YOR321W	0.037181133	0.038125584	0.044355182	0.0402006	0.047027797	0.39685862	0.422756748	0.393627757	0.400409453	0.45334319
YOR322C	0.094969928	0.100023379	0.096781559	0.107851382	0.100037748	1.90829414	1.781661029	1.94253209	2.037542095	1.658298552
YOR323C	0.061593568	NA	0.064107794	0.074253811	0.06753221	5.223801856	5.845954662	6.871653862	6.138873065	4.79646605
YOR324C	0.056071377	0.05411297	0.049134605	0.051308135	0.048704857	0.822200569	0.776645557	0.777602616	0.887013602	0.793455024
YOR325W	0.15303788	0.117082977	0.182211866	0.108642322	0.112769171	0.757100214	NA	NA	0.549950285	NA
YOR326W	0.129789344	NA	0.048289225	0.046856062	0.046725503	3.80128483	1.416450888	0.999366912	NA	1.340479007
YOR327C	0.155038687	0.141689295	0.110026664	0.169801243	0.099160005	3.918208995	3.372927655	3.288621585	3.792916291	3.431304506
YOR328W	0.02604814	NA	0.023899841	0.03543762	0.039770409	0.69770911	0.676060173	0.184601442	NA	0.341348683
YOR329C	0.058897897	0.0576657	0.057495425	0.067119483	0.064332597	2.638337641	2.995391122	2.967449264	3.86641931	2.831260319
YOR330C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YOR331C	0.153327587	0.135163556	0.126168711	0.144385046	0.139807995	7.978515478	7.835314638	8.359440007	7.686667906	7.223204473
YOR332W	0.184143973	0.148870707	0.134826938	0.178952238	0.142655433	11.99558571	11.70636578	8.840642189	11.04583507	10.8686575
YOR333C	0.054582726	NA	0.042226095	0.046837106	0.055002157	1.489920541	1.436489159	1.44621254	1.371310002	1.677154015
YOR334W	0.023133763	NA	0.027968405	0.02746544	0.028462354	0.68818199	0.711972435	0.789511425	0.698150427	0.621536572
YOR335C	0.117500775	0.121020922	0.116921869	0.122667125	0.123031944	2.321198295	2.449080466	2.345150436	2.694086745	2.544112817
YOR336W	0.024000832	0.035297497	0.042803964	0.029662798	0.040973325	0.598547585	0.723026059	0.485162766	0.864008472	0.567225884
YOR337W	0.077832745	0.074689454	0.074140454	0.077281477	0.080849487	1.351070511	1.482194127	1.528001458	1.459064287	1.421477744
YOR338W	0.225388295	0.224500649	0.19613271	0.207809618	0.17576367	6.996024607	5.261556902	5.539715459	4.830833552	6.032192878
YOR339C	0.060301466	0.049297922	0.048746075	0.051660582	0.037002569	1.360965462	0.620420799	0.855809962	1.128612502	0.397867749
YOR340C	0.126658155	0.08189544	0.117227921	0.103573168	0.084701143	8.745675131	7.40525238	7.608205242	6.44534899	6.226358331
YOR341W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YOR342C	0.097672363	0.078120798	0.096988637	0.101369356	0.091693127	6.438627709	5.103164957	4.461143744	5.363189986	4.638805156
YOR343C	0.079118596	0.124134762	0.112391558	0.072216922	NA	7.711697765	8.723784999	NA	5.333612138	4.638010695
YOR344C	0.795210201	0.877401223	0.74468126	0.932364258	0.713759967	13.79406678	14.83858103	12.51009361	16.23251672	11.91253751
YOR345C	0.063459032	0.041089643	0.04991345	0.049054724	0.059615156	1.317731762	0.934848603	0.800098734	1.121651579	0.902473704
YOR347C	0.046823956	0.051171791	0.053918642	0.062730804	0.063401872	0.685554751	0.648895662	0.596715444	0.630163476	0.566708566
YOR348C	0.008147113	0.010100924	0.007198753	0.009156514	0.00989391	0.081418805	0.090508257	0.08199346	0.080267354	0.094419292
YOR349W	0.056505165	0.043260091	0.055099243	0.049111739	0.052562817	0.7593597	0.571973321	0.638637049	0.627005786	0.581811361
YOR350C	0.022203078	NA	0.036793589	0.025057673	0.033702944	0.343440043	0.236387116	0.33325337	0.339716729	0.369763318
YOR351C	0.013278136	0.013248323	0.015559357	0.012885539	0.015187488	0.326332288	0.279505831	0.33769497	0.328404551	0.350580831
YOR352W	0.084114628	0.093103771	0.101811793	0.086170011	0.109383862	4.956344251	3.522245229	3.455057363	3.308149117	5.002861345
YOR353C	0.061811561	0.067064156	0.06180371	0.066193199	0.066322358	1.142168591	0.996830638	1.103935137	1.158837536	1.154100911
YOR354C	0.049141378	0.043537436	0.055037953	0.058604958	0.056825006	1.733008624	1.788862462	1.656125844	1.723779173	2.269074273
YOR355W	0.102231219	0.108675905	0.129035802	0.114209266	0.131283609	7.631602185	8.312805887	6.793113555	7.320442345	8.490320136
YOR356W	0.04672362	NA	0.043613755	0.04428056	0.067876565	1.79612856	1.625577623	2.295244197	1.940198	2.29826012
YOR357C	0.095292251	0.073603747	0.149645204	0.085313811	0.092198256	1.034538064	1.002034919	1.320339316	1.751022017	1.214703217
YOR358W	0.104641412	0.074246811	0.099958286	0.098305479	0.076693597	0.808155514	0.792455012	0.70509655	0.692861476	0.448312013
YOR359W	0.124442399	0.120854408	0.130449249	0.125126227	0.118398219	5.463358658	6.108785742	5.672916816	5.496689726	4.941374508
YOR360C	0.149771927	0.124197473	0.175684207	0.192962187	0.153643551	1.156621246	1.183953256	1.103931405	1.224358458	1.031291787
YOR361C	0.267960051	0.207430533	0.245765941	0.282146225	0.246837047	2.193477434	2.027594571	2.187882064	2.639982463	2.152762372
YOR362C	0.321724758	0.352243889	0.313488943	0.345416895	0.315035559	3.876096375	4.308232547	5.047728422	5.02682482	4.479723341
YOR363C	0.067981475	0.048484849	0.067310109	0.063749104	0.071635486	1.142512033	0.929526741	1.015612436	1.020473708	0.97435178
YOR364W	0.043900357	0.04626768	0.039375487	0.041711553	0.039607234	NA	NA	NA	NA	NA
YOR365C	0.016953055	0.015752833	0.018031746	0.016719037	0.017304074	0.57594715	0.500078937	0.543552021	0.476598487	0.57272888
YOR366W	NA	NA	NA	0.036191959	NA	NA	NA	NA	NA	NA
YOR367W	0.070691194	0.046437609	0.072064345	0.07654317	0.059810254	2.389337794	2.381453366	2.665266464	2.205799502	2.665301669
YOR368W	0.061424572	0.052898535	0.055548149	0.064211497	0.059418144	0.88623497	0.716420064	0.676636394	0.844127669	0.747410142
YOR369C	1.258411028	0.342162169	NA	0.744893284	0.340278964	4.044392077	2.930435797	3.417807186	3.772821248	3.87952584
YOR370C	0.136971094	0.144567758	0.135593797	0.134832068	0.152220478	2.351509846	2.569105706	2.587628093	2.757172481	3.051203093
YOR371C	0.056584701	0.057511062	0.055831432	0.054054509	0.054764983	1.203903465	1.236387012	1.525785046	1.276206705	1.224787701
YOR372C	0.068147764	0.060620424	0.076974609	0.077406112	0.07578572	4.585642214	4.902008683	5.533582233	5.286953956	5.015786243
YOR374W	0.027578125	0.028010442	0.026781793	0.028678155	0.027455812	0.522061023	0.516086641	0.555370819	0.543154812	0.54609491
YOR375C	0.07666677	NA	0.06849857	0.044786681	0.067194686	1.232048292	0.916180914	1.640606099	1.338516433	1.302467294
YOR376W	0.07617355	0.058625431	0.066025944	0.044066023	NA	1.661779932	2.73152409	3.270427198	2.068749239	0.979511896
YOR377W	0.064635756	0.067994912	0.066903217	0.063193786	0.069729355	1.111467099	1.147064801	0.858146549	0.866198822	0.896475872
YOR378W	0.016316854	0.018923213	0.01858593	0.018608945	0.019296655	0.82626539	0.750898815	0.690243311	1.074961777	0.651027534
YOR379C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YOR380W	0.031353004	0.031542635	0.035831307	0.032097044	0.035788485	0.798876168	0.764114637	1.162746623	0.794015673	0.824155103
YOR381W	0.033360029	0.035236806	0.040809528	0.042241014	0.037593563	NA	NA	0.240617208	NA	0.237804799
YOR382W	0.05833594	0.04567356	0.046231299	0.056713239	0.059143068	3.374567592	3.749356616	3.417643316	3.348099992	3.505248938
YOR383C	0.026744135	0.023160745	0.029885469	0.022441486	0.027031375	12.69471839	6.679765052	5.71449215	7.27775751	6.939712697
YOR384W	0.073329788	0.081205388	0.086270193	0.084278695	0.093043846	0.946260659	1.06749922	1.069681204	1.086708701	1.069913021
YOR385W	0.138601619	0.174530655	0.199393535	0.155245369	0.201219741	0.492362997	0.542654717	0.658637512	0.569935573	0.541932132
YOR386W	0.021157814	0.020968353	0.024115975	0.027555547	0.026165623	0.412292363	0.378850343	0.358516445	0.408909694	0.412869598
YOR387C	0.007714517	0.007547738	0.011089173	0.01173722	0.011640682	NA	NA	NA	NA	NA
YOR388C	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.442567806
YOR389W	0.009455269	0.01002494	0.009262584	0.009212195	0.01022293	0.199947237	0.175909247	0.194773386	0.217464432	0.175617661
YOR390W	0.052203737	0.051074618	0.053728102	0.057186834	0.052876579	1.400903105	1.090390415	1.022756255	1.088792916	1.003376819
YOR391C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YOR392W	0.013327241	0.016124198	0.012942838	0.007479062	0.017116146	0.349892432	0.381575311	0.309722328	0.392646811	0.392168339
YOR393W	0.002260669	NA	NA	0.001745614	0.001976532	0.376438934	0.317845949	0.276048991	0.327051543	0.399210807
YOR394W	0.007080117	NA	NA	0.005377053	NA	0.159319123	0.12958364	0.095281865	0.10570001	0.109563014
YPL001W	0.050693602	0.051851402	0.046188725	0.056160674	0.050825627	0.373090627	0.35943169	0.350875876	0.35455656	0.325227544
YPL002C	0.048860082	0.04362231	0.032968833	0.051416832	0.045613553	0.713200868	0.606416523	0.736534605	0.576102331	0.580720678
YPL003W	0.005776328	NA	0.003747764	0.003022854	0.003456803	0.129950861	0.143454487	0.150001139	0.08230868	0.069913003
YPL004C	0.159311588	0.213707395	0.150886959	0.300494227	0.183037743	3.382458587	3.117639094	3.438740356	3.939178099	3.426325869
YPL005W	0.03853312	0.050224548	0.041693779	0.039850268	0.046530899	0.781403907	0.821680798	0.849481126	0.776182127	0.809674588
YPL007C	0.054951657	0.060960412	0.052756583	0.056005043	0.055719995	1.479820151	1.477429507	1.537230952	1.466179519	1.432022165
YPL008W	0.037779467	0.040469937	0.041449989	0.035115249	0.044753556	0.835531828	0.860048233	1.010656041	0.762424779	0.956040038
YPL009C	0.103042994	0.094025739	0.101260693	0.114040611	0.105291176	4.585757626	4.638851075	4.454922462	5.029144011	4.070159969
YPL010W	0.085375023	0.069978634	0.08022306	0.0894824	0.069383924	2.430765446	2.748539559	2.708531912	2.330507801	2.017533325
YPL011C	0.085375475	0.091151874	0.063156815	0.090212033	0.077773663	3.086069222	3.158040112	2.14732272	2.676405852	2.3021963
YPL012W	0.247215268	0.200301689	0.211496536	0.24613069	0.240157606	5.298473846	5.692313761	5.556549912	5.028787687	5.166073132
YPL013C	0.182224095	0.193022842	0.161605058	0.188203706	0.176680692	3.844431703	3.423271025	4.102440747	4.1027157	4.086458532
YPL014W	0.05108106	0.07834809	0.052416033	0.072250482	0.039819591	2.413386305	2.349800185	NA	5.835871979	4.290949539
YPL015C	0.075841085	0.090584641	0.066009923	0.086183162	0.066914492	2.074073512	2.195476319	1.983594224	2.522012392	1.727681311
YPL016W	0.044695567	0.046286366	0.062875472	0.051777272	0.070094286	2.36710526	2.915552126	2.570692748	2.243051583	2.927720727
YPL017C	0.192355247	NA	0.127238186	0.164172481	0.175856531	1.385441116	1.495574213	1.300271549	1.434192357	1.361239141
YPL018W	0.042604231	0.050857516	0.049141107	0.043207724	0.051776195	0.891164708	0.906769338	1.072358161	0.880362885	0.891300553
YPL019C	0.135850107	0.135066482	0.120853881	0.121735661	0.118116299	8.030018757	7.494344005	7.615665904	6.685401832	6.632431566
YPL020C	0.053550463	0.045956722	0.048893746	0.051255717	0.059987204	1.048409271	1.012347883	0.82876115	0.995855308	1.098687294
YPL021W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YPL022W	0.077046831	0.097384414	NA	0.084971671	0.09585305	1.795772478	1.900733062	NA	1.639743541	NA
YPL023C	0.092024606	0.116045067	0.083042806	0.092973643	0.104450969	0.766664306	0.649900916	0.759200499	0.846091666	0.747168327
YPL024W	0.054729719	0.044868925	0.044982863	0.046916445	0.043296826	0.60791971	0.568952254	0.520892667	0.387964854	0.43217401
YPL025C	0.007832018	NA	NA	0.009137604	NA	NA	NA	NA	0.321986388	0.236994668
YPL026C	0.051030167	NA	0.055239062	0.061101108	0.060077918	2.440623698	2.391726801	3.054149379	2.812920622	2.891802858
YPL027W	0.026376894	0.021331185	0.021983549	0.023176811	0.02508815	0.390570238	NA	0.502814582	NA	NA
YPL028W	0.054795234	NA	0.056875781	0.06846043	0.06900303	1.490852191	1.735388793	1.429092781	1.59186341	1.565424177
YPL029W	0.04620594	0.044702154	0.048983414	0.05120258	0.050917652	0.462649579	0.522616053	0.54665609	0.482584652	0.508043434
YPL030W	0.080957196	0.071255511	0.076777756	0.080026451	0.068992529	1.649635552	1.565197822	1.623362673	1.57698992	1.305352928
YPL031C	0.166273579	0.161529296	0.159688885	0.171552351	0.113061706	2.412364899	2.507342825	2.756278553	2.696456275	2.111735025
YPL032C	0.106959225	0.102498283	0.107854642	0.102326196	0.118951856	8.908972508	8.272582083	12.4605356	7.407812271	8.753228043
YPL033C	0.026876676	0.026405622	0.018722108	0.024858975	0.020550767	1.111906051	0.581363954	0.70412866	0.687478818	0.401494886
YPL034W	0.132353069	0.120269265	0.113925512	0.131344365	0.115571828	2.145406226	1.871285846	1.923855573	2.196186704	2.022185521
YPL035C	0.057875496	NA	0.053283668	0.065708868	0.043968573	NA	NA	NA	NA	0.496167403
YPL036W	0.042948909	0.04911168	0.038753357	0.042782955	0.04175989	3.501028366	4.673467933	5.562995336	5.403784062	3.696748251
YPL037C	0.475389893	0.478251253	0.375786581	0.468516449	0.366401843	24.23534289	22.97962428	17.5738677	23.1141469	19.92565779
YPL038W	0.150302733	0.1567238	0.14861999	0.149213181	0.136340339	4.892958198	5.086130372	5.510435843	5.577567291	5.510184203
YPL039W	0.044883741	0.047574562	0.055339451	0.045266347	0.039600196	0.791828058	0.913252189	1.470647737	0.911161818	1.363705453
YPL040C	0.106989932	0.099548015	0.100808434	0.106150324	0.119166209	1.001911238	0.841159442	0.874634303	0.878452994	0.751574572
YPL041C	0.10331332	0.095891014	0.102757763	0.101841898	0.101192926	1.001977444	0.852780544	1.257790491	1.062645294	0.887672747
YPL042C	0.064191599	0.067381995	0.065299666	0.07275313	0.067282248	1.731001115	1.561958995	2.637971152	2.946560736	1.513846871
YPL043W	0.190767339	0.180487904	0.176838962	0.191507206	0.183654027	9.546556245	11.847094	9.759703139	8.787780655	9.150474223
YPL044C	0.156518489	0.131125593	0.137926032	0.135567024	0.127426135	5.292258985	5.662188287	5.377176269	6.443904424	6.276698206
YPL045W	0.051387557	0.045749994	0.051004227	0.054486013	0.050985391	0.633425557	0.554078609	0.570585322	0.543888207	0.561463351
YPL046C	0.076630444	0.069678129	0.068817385	0.08427316	0.078452991	NA	0.97363485	1.036933694	NA	0.963687343
YPL047W	0.096097604	0.057949711	0.08689646	0.080261121	0.077209577	1.782062308	1.296667923	2.001680505	NA	1.360993403
YPL048W	0.048667592	0.058695963	0.045516311	0.049175353	0.053614889	2.830936816	2.680100059	2.862779434	3.037866944	2.819616582
YPL049C	0.055531158	0.062166968	0.053215408	0.068553223	0.062927802	2.573926649	2.145948434	1.986392376	2.755102817	2.403963255
YPL050C	0.06485457	0.067841444	0.069843773	0.064264905	0.074139991	3.244388298	3.322914347	3.412253195	3.534296111	3.951847545
YPL051W	0.062017094	0.062826444	0.05732215	0.063160921	0.046896124	2.684900769	1.604648004	2.174476111	1.427547619	1.121942975
YPL052W	0.040103904	0.034449071	0.046677074	0.044784256	0.036610365	1.276502246	1.376311221	1.116220424	0.805758732	0.869546546
YPL053C	0.043565391	0.059540099	0.037232047	0.046705921	0.05025326	1.742329134	1.822650366	1.577444766	2.034516605	2.023216578
YPL054W	0.016469422	0.015342486	0.015529359	0.014271438	0.016262001	0.455713571	0.412645169	0.460483742	0.40237799	0.468995529
YPL055C	0.14475609	0.138582255	0.176846493	0.124130156	0.1300348	6.148526766	6.786105224	7.932524812	6.188388488	7.268067301
YPL056C	0.077358908	0.081559514	0.067302546	0.090014214	0.077653498	2.487058724	2.532807406	2.498150848	3.097429891	2.432814365
YPL057C	0.141769971	0.135209857	0.142604505	0.155231348	0.142990506	1.940719783	1.938497791	2.129672591	2.063413267	1.948256265
YPL058C	0.070462437	NA	0.056817754	0.057614146	0.048160541	2.655635451	1.431769825	1.60048774	2.158254283	1.525415492
YPL059W	0.104344217	0.105862944	0.12914305	0.090831951	0.082851547	3.091599346	2.278987154	3.693071005	2.072890126	2.289847328
YPL060W	0.13919491	0.100876931	0.154903249	0.124991635	0.113267501	2.818991467	2.196837082	2.96572822	2.616228664	1.988867796
YPL061W	0.070677058	NA	0.073911005	0.04237604	0.046414926	5.822783334	1.752278783	5.770743331	7.471822866	4.637325815
YPL062W	0.040505993	NA	0.040542558	0.039177214	0.033143716	NA	0.532747119	NA	NA	NA
YPL063W	0.058758907	NA	0.052503222	0.05512286	0.053761308	1.483089696	0.798021087	1.57120208	1.409552326	1.207968124
YPL064C	0.142904074	0.129985442	0.128645861	0.131831221	0.144376528	1.640164728	1.447623394	1.994961739	1.603801908	1.741867766
YPL065W	0.035840861	0.032714674	0.038165051	0.039707875	0.038602881	1.042718361	1.128017888	0.939486105	0.813753336	1.001524704
YPL066W	0.045444504	NA	0.04912381	0.054783516	0.037736535	1.709450891	1.442761336	1.808477424	1.913173913	1.258183208
YPL067C	0.089935762	0.079656013	0.08634816	0.092957397	0.072811892	2.409642051	1.998969852	2.055792414	2.095221757	1.903483972
YPL068C	0.040480785	0.039967728	0.043929497	0.049339597	0.036853531	1.778732627	1.671053296	1.309184505	1.451329195	1.296168788
YPL069C	0.04061821	0.035275516	0.035902262	0.040911038	0.039534667	1.232685231	1.269990897	1.471906842	1.547568508	1.488679216
YPL070W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YPL071C	0.075923502	0.044035983	0.069322281	0.068092727	0.06841178	2.348608461	1.725151108	2.127135495	2.018073512	2.286489725
YPL072W	0.070193882	NA	0.069790482	0.07495518	0.05494443	1.335305457	1.076393232	1.54180213	1.668365878	0.969655874
YPL073C	0.041571295	0.022717721	0.033991647	0.030920144	0.030227674	1.752242812	1.478871173	1.162503615	1.326538258	1.154758965
YPL074W	0.069612134	0.068911356	0.068085595	0.066014339	0.069814779	3.535596751	3.795360874	3.766101356	3.383730277	3.385819561
YPL075W	0.167761511	0.187675575	0.167215296	0.189892658	0.190800445	2.205327259	2.11564084	2.528487029	2.508306104	2.219965755
YPL076W	0.031765751	0.020318301	0.028600469	0.029007445	0.025909257	0.688670414	0.609939022	0.561796943	0.551159835	0.567085809
YPL077C	0.070452449	0.073237054	0.072998899	0.075621821	0.066688188	1.919268193	1.505329575	1.865352496	2.722232365	1.674825226
YPL078C	0.07394551	0.0667338	0.078513267	0.08280643	0.076764569	0.924514597	0.987407223	0.896113775	1.084473852	1.017761597
YPL079W	0.517972917	0.442447232	0.433278427	0.458599058	0.462456617	22.14112379	13.81329862	12.02899323	14.66522279	13.58074583
YPL080C	0.14065801	0.118847263	0.146736929	0.132668567	0.131608423	NA	NA	NA	NA	NA
YPL081W	0.624568951	0.505775922	0.628424012	0.645365549	0.605807316	9.906569785	9.820336324	8.000447973	12.5897466	8.611200214
YPL082C	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YPL083C	0.042609188	0.040492223	0.041392077	0.043369897	0.043182824	0.755392547	0.642927333	0.629607323	0.720153471	0.648423723
YPL084W	0.045864088	0.045840279	0.049045948	0.045587763	0.047304905	2.002861316	1.844610586	2.191817122	1.801241123	2.02793137
YPL085W	0.106837523	0.090076436	0.100358658	0.114278995	0.097974127	9.071324309	6.957303024	6.952736133	7.475020818	7.13473307
YPL086C	0.068117954	0.068257414	0.067940669	0.06810736	0.071782388	0.996833581	1.037336617	1.060642931	0.95762981	0.992975639
YPL087W	0.038433421	0.044205979	0.048042053	0.047557761	0.045867672	0.332111778	0.470881925	0.454481119	NA	0.400664882
YPL088W	0.056362654	0.057457315	0.0587524	0.05984485	0.064676216	0.487800681	0.628121171	0.61800421	0.524247946	0.56477633
YPL089C	0.120799721	0.142092922	0.103962489	0.131765381	0.13773516	3.565287112	3.913843319	4.022764304	4.201940459	3.818050875
YPL090C	0.245048079	0.229049893	0.220510698	0.230317795	0.195853118	9.147475742	7.43944472	6.779804894	8.763261493	7.853725128
YPL091W	0.129036734	0.102163858	0.118893918	0.121130791	0.116776176	4.396386534	4.185257155	4.177616924	4.42050534	4.037216555
YPL092W	0.08578538	NA	0.070864394	0.04827689	0.052453378	3.181657159	2.18475675	3.327628211	3.404891869	2.526506809
YPL093W	0.393795796	NA	0.312580574	0.404815354	0.408806557	5.939476734	4.170974792	4.1371999	6.070878675	4.322008379
YPL094C	0.112695916	0.096177802	0.10607594	0.119693245	0.078855643	2.870351503	2.715822675	2.61088896	2.804635387	2.14448967
YPL095C	0.060752383	NA	0.044388036	0.062329771	0.065633734	0.683375646	0.612843301	0.624718135	0.63762485	0.611297533
YPL096W	0.066555988	0.06096023	0.065990574	0.071953162	0.06624473	0.742552283	0.63149425	1.019373384	0.805612141	0.837958195
YPL097W	0.043769497	NA	0.082081018	0.052344005	0.056242909	1.522048016	1.211442286	3.026898201	1.526830928	1.808983243
YPL098C	0.107479549	0.090758362	0.099130606	0.098220561	0.093750124	2.036424769	1.550996113	1.196892318	1.08215916	1.436804766
YPL099C	0.094568622	0.070826792	0.086280837	0.078982436	0.07762864	1.162042332	0.928821676	0.899427403	1.02176332	0.876158911
YPL100W	0.052245398	NA	0.062192515	0.035342497	0.052745159	1.306349275	0.809492317	1.436701675	0.899292699	1.135412308
YPL101W	0.069081446	NA	0.06282917	0.045844392	0.06576238	1.191323634	0.689196161	1.045799114	0.795929724	1.068509724
YPL102C	0.03575136	NA	0.030921731	NA	NA	NA	0.891503972	0.921440649	NA	NA
YPL103C	0.060966244	NA	0.06184632	0.029024235	0.050294022	0.779699616	0.621867969	0.6757508	0.298997076	0.551556241
YPL104W	0.050751504	NA	0.040946069	0.021768815	0.033396943	0.830681739	0.457180245	0.546488017	0.702123225	0.577224323
YPL105C	0.175609137	0.169983582	0.173507324	0.169261188	0.17259076	3.423337418	3.06602879	3.928344694	3.48833737	4.062751732
YPL106C	0.333822929	0.453644216	0.348457693	0.386951158	0.372965753	31.32673026	39.12275263	32.98830619	41.6024367	30.1800284
YPL107W	0.081346968	0.072835207	0.074140763	0.079710344	0.071250711	1.616079219	1.406189922	1.737408028	1.456479876	1.409540545
YPL108W	0.120696077	0.106805985	0.115655534	0.109532104	0.106542092	2.714970388	2.465302395	2.54620252	2.35403955	2.067043349
YPL109C	0.049284243	0.043053163	0.044358702	0.051183984	0.046147975	0.535004718	0.477644743	0.57634926	0.587298228	0.52763216
YPL110C	0.042367083	0.046692056	0.051162065	0.03941563	0.043021621	1.199028485	NA	1.079887783	1.123241123	0.713464646
YPL111W	0.128476412	0.109732953	0.143192784	0.10734769	0.107202876	1.413549171	1.341621347	1.407196299	1.762454457	1.549122646
YPL112C	0.065873275	0.065694647	0.063746932	0.069869112	0.067442533	1.483746724	1.538523501	1.120597018	1.561163967	1.258552936
YPL113C	0.167296115	NA	0.118537465	0.203589348	0.128935565	1.029857376	0.940823417	1.037136592	1.077574759	1.045178832
YPL114W	0.147241922	0.15959477	0.148943781	0.13535837	0.140358307	1.715032022	1.516072027	2.042540728	1.548016268	1.649345042
YPL115C	0.055165142	0.056334148	0.073047889	0.07336526	0.068948391	1.221272033	1.077841432	1.197923046	1.134975001	1.034511865
YPL117C	0.124917451	0.08268933	0.124987345	0.130187082	0.107311865	3.650915181	3.788793077	3.455318057	3.755601285	3.468731766
YPL118W	0.128749667	0.105052053	0.110756156	0.121450486	0.108203264	1.428260133	1.413633924	1.368125769	1.525537752	1.615714101
YPL119C	0.05255969	0.060565678	0.053014502	0.052477477	0.057355493	1.476945715	1.505378851	1.577656447	1.528652206	1.576943889
YPL120W	0.044401422	0.034969157	0.037054576	0.037851639	0.04269245	1.639736128	1.349533615	1.25196374	1.565180341	1.582120372
YPL121C	NA	0.013309402	0.011438332	NA	NA	0.688908618	0.569421886	0.621277109	0.50181593	0.513349965
YPL122C	0.076742714	NA	0.082250701	0.093187906	0.076795941	2.878149996	2.759145636	4.809745686	3.753812142	2.242904686
YPL123C	0.048849264	NA	0.051986049	0.050121749	0.043818458	1.594836364	1.470167203	1.54511376	1.667031066	1.476499851
YPL124W	0.037925931	0.028660972	0.035858897	0.042129471	0.034530602	0.769261847	0.959156569	1.045228732	0.958705874	1.094859011
YPL125W	0.07238577	0.062823012	0.162529371	0.055869159	0.116777086	1.160655974	0.996142159	1.25063889	1.172041393	1.383290462
YPL126W	0.09896078	0.099861354	0.098205755	0.1000261	0.109149801	3.250860757	3.31375872	2.763583024	3.595930243	3.528030179
YPL127C	0.079245037	0.068739749	0.0835549	0.083325412	0.066131505	5.777577583	4.731378863	5.42955721	4.996252892	4.578061727
YPL128C	0.063919715	0.077885299	0.06703986	0.065923329	0.066969727	2.251733432	2.416000833	2.950304969	2.962259899	2.492842192
YPL129W	0.106870951	0.090184722	0.122714749	0.121266182	0.118637052	6.219357816	7.734171196	7.779012833	7.02082589	8.006583839
YPL130W	0.015839984	0.01421217	0.020558799	0.01814045	0.013032729	0.474339067	NA	NA	NA	NA
