# Velculescu et al. 1997, via Lu et al. 2007
orf	sage
YNL018C	NA
YNL019C	NA
YNL020C	NA
YNL021W	NA
YNL022C	NA
YNL023C	NA
YNL024C	NA
YNL025C	NA
YNL026W	NA
YNL027W	2
YNL028W	NA
YNL029C	1
YNL030W	8
YNL031C	15
YNL032W	3
YNL033W	NA
YNL034W	NA
YNL035C	NA
YNL036W	1
YNL037C	3
YNL038W	2
YNL039W	NA
YNL040W	1
YNL041C	NA
YNL042W	2
YNL043C	1
YNL044W	3
YNL045W	4
YNL046W	4
YNL047C	1
YNL048W	1
YNL049C	NA
YNL050C	NA
YNL051W	NA
YNL052W	NA
YNL053W	2
YNL054W	4
YNL054W-A	NA
YNL055C	56
YNL056W	NA
YNL057W	NA
YNL058C	NA
YNL059C	1
YNL061W	1
YNL062C	NA
YNL063W	1
YNL064C	4
YNL065W	NA
YNL066W	6
YNL067W	6
YNL067W-A	NA
YNL068C	NA
YNL069C	NA
YNL070W	2
YNL071W	5
YNL072W	NA
YNL073W	NA
YNL074C	NA
YNL075W	NA
YNL076W	NA
YNL077W	NA
YNL078W	NA
YNL079C	15
YNL080C	NA
YNL081C	NA
YNL082W	NA
YNL083W	NA
YNL084C	2
YNL085W	4
YNL086W	NA
YNL087W	NA
YNL088W	4
YNL089C	NA
YNL090W	1
YNL091W	1
YNL092W	NA
YNL093W	NA
YNL094W	2
YNL095C	NA
YNL096C	NA
YNL097C	NA
YNL098C	4
YNL099C	1
YNL100W	1
YNL101W	1
YNL102W	NA
YNL103W	NA
YNL104C	4
YNL105W	NA
YNL106C	NA
YNL107W	NA
YNL108C	NA
YNL109W	NA
YNL110C	2
YNL111C	1
YNL112W	1
YNL113W	4
YNL114C	NA
YNL115C	NA
YNL116W	NA
YNL117W	NA
YNL118C	NA
YNL119W	2
YNL120C	NA
YNL121C	1
YNL122C	NA
YNL123W	3
YNL124W	NA
YNL125C	NA
YNL126W	NA
YNL127W	NA
YNL128W	NA
YNL129W	1
YNL130C	NA
YNL131W	NA
YNL132W	1
YNL133C	NA
YNL134C	1
YNL135C	NA
YNL136W	1
YNL137C	NA
YNL138W	NA
YNL139C	NA
YNL140C	NA
YNL141W	3
YNL142W	NA
YNL143C	NA
YNL144C	1
YNL145W	NA
YNL146W	NA
YNL147W	NA
YNL148C	NA
YNL149C	3
YNL150W	NA
YNL151C	3
YNL152W	NA
YNL153C	NA
YNL154C	2
YNL155W	1
YNL156C	NA
YNL157W	6
YNL158W	NA
YNL159C	1
YNL160W	6
YNL161W	NA
YNL162W	NA
YNL162W-A	NA
YNL163C	1
YNL164C	1
YNL165W	2
YNL166C	NA
YNL167C	NA
YNL168C	3
YNL169C	2
YNL170W	NA
YNL171C	NA
YNL172W	NA
YNL173C	1
YNL174W	NA
YNL175C	NA
YNL176C	NA
YNL177C	3
YNL178W	NA
YNL179C	NA
YNL180C	2
YNL181W	NA
YNL182C	NA
YNL183C	NA
YNL184C	NA
YNL185C	NA
YNL186W	NA
YNL187W	NA
YNL188W	NA
YNL189W	3
YNL190W	NA
YNL191W	1
YNL192W	5
YNL193W	NA
YNL194C	2
YNL195C	NA
YNL196C	NA
YNL197C	NA
YNL198C	NA
YNL199C	1
YNL200C	NA
YNL201C	NA
YNL202W	1
YNL203C	NA
YNL204C	NA
YNL205C	NA
YNL206C	NA
YNL207W	NA
YNL208W	NA
YNL209W	NA
YNL210W	NA
YNL211C	NA
YNL212W	NA
YNL213C	NA
YNL214W	NA
YNL215W	NA
YNL216W	NA
YNL217W	4
YNL218W	NA
YNL219C	4
YNL220W	10
YNL221C	NA
YNL222W	NA
YNL223W	NA
YNL224C	NA
YNL225C	NA
YNL226W	NA
YNL227C	1
YNL228W	NA
YNL229C	NA
YNL230C	1
YNL231C	3
YNL232W	NA
YNL233W	NA
YNL234W	1
YNL235C	NA
YNL236W	NA
YNL237W	NA
YNL238W	NA
YNL239W	NA
YNL240C	2
YNL241C	NA
YNL242W	1
YNL243W	NA
YNL244C	14
YNL245C	NA
YNL246W	2
YNL247W	NA
YNL248C	NA
YNL249C	NA
YNL250W	NA
YNL251C	NA
YNL252C	NA
YNL253W	NA
YNL254C	NA
YNL255C	1
YNL256W	NA
YNL257C	NA
YNL258C	NA
YNL259C	2
YNL260C	NA
YNL261W	NA
YNL262W	NA
YNL263C	NA
YNL264C	NA
YNL265C	2
YNL266W	NA
YNL267W	NA
YNL268W	NA
YNL269W	NA
YNL270C	NA
YNL271C	1
YNL272C	2
YNL273W	NA
YNL274C	1
YNL275W	NA
YNL276C	NA
YNL277W	NA
YNL278W	NA
YNL279W	NA
YNL280C	3
YNL281W	2
YNL282W	NA
YNL283C	3
YNL284C	NA
YNL284C-A	NA
YNL284C-B	NA
YNL285W	NA
YNL286W	2
YNL287W	4
YNL288W	NA
YNL289W	NA
YNL290W	1
YNL291C	1
YNL292W	NA
YNL293W	NA
YNL294C	1
YNL295W	NA
YNL296W	NA
YNL297C	NA
YNL298W	2
YNL299W	NA
YNL300W	NA
YNL301C	3
YNL302C	38
YNL303W	NA
YNL304W	NA
YNL305C	2
YNL306W	1
YNL307C	3
YNL308C	2
YNL309W	NA
YNL310C	NA
YNL311C	1
YNL312W	NA
YNL313C	NA
YNL314W	NA
YNL315C	5
YNL316C	NA
YNL317W	NA
YNL318C	NA
YNL319W	NA
YNL320W	1
YNL321W	NA
YNL322C	4
YNL323W	2
YNL324W	NA
YNL325C	NA
YNL326C	NA
YNL327W	7
YNL328C	NA
YNL329C	NA
YNL330C	NA
YNL331C	NA
YNL332W	NA
YNL333W	NA
YNL334C	NA
YNL335W	NA
YNL336W	1
YNL337W	NA
YNL338W	NA
YNL339C	NA
YNR001C	NA
YNR001W-A	NA
YNR002C	NA
YNR003C	1
YNR004W	NA
YNR005C	1
YNR006W	1
YNR007C	1
YNR008W	NA
YNR009W	NA
YNR010W	NA
YNR011C	NA
YNR012W	NA
YNR013C	NA
YNR014W	NA
YNR015W	NA
YNR016C	8
YNR017W	4
YNR018W	1
YNR019W	2
YNR020C	NA
YNR021W	1
YNR022C	NA
YNR023W	NA
YNR024W	NA
YNR025C	NA
YNR026C	NA
YNR027W	NA
YNR028W	1
YNR029C	1
YNR030W	2
YNR031C	NA
YNR032C-A	3
YNR032W	NA
YNR033W	NA
YNR034W	NA
YNR034W-A	NA
YNR035C	1
YNR036C	2
YNR037C	NA
YNR038W	NA
YNR039C	NA
YNR040W	NA
YNR041C	NA
YNR042W	NA
YNR043W	1
YNR044W	1
YNR045W	NA
YNR046W	1
YNR047W	1
YNR048W	NA
YNR049C	NA
YNR051C	7
YNR052C	1
YNR053C	NA
YNR054C	NA
YNR055C	2
YNR056C	1
YNR057C	NA
YNR058W	NA
YNR059W	NA
YNR060W	NA
YNR061C	NA
YNR062C	NA
YNR063W	NA
YNR064C	NA
YNR065C	NA
YNR066C	NA
YNR067C	1
YNR068C	NA
YNR069C	NA
YNR070W	NA
YNR071C	NA
YNR072W	NA
YNR073C	NA
YNR074C	1
YNR075W	NA
YNR076W	NA
YNR077C	NA
YOL001W	2
YOL002C	NA
YOL003C	1
YOL004W	1
YOL005C	2
YOL006C	2
YOL007C	NA
YOL008W	NA
YOL009C	1
YOL010W	3
YOL011W	NA
YOL012C	NA
YOL013C	1
YOL013W-A	16
YOL014W	NA
YOL015W	1
YOL016C	6
YOL017W	NA
YOL018C	NA
YOL019W	NA
YOL020W	NA
YOL021C	1
YOL022C	NA
YOL023W	NA
YOL024W	NA
YOL025W	1
YOL026C	1
YOL027C	NA
YOL028C	NA
YOL029C	NA
YOL030W	2
YOL031C	NA
YOL032W	1
YOL033W	NA
YOL034W	NA
YOL035C	NA
YOL036W	NA
YOL037C	NA
YOL038W	5
YOL039W	38
YOL040C	103
YOL041C	2
YOL042W	NA
YOL043C	1
YOL044W	NA
YOL045W	NA
YOL046C	NA
YOL047C	NA
YOL048C	NA
YOL049W	1
YOL050C	NA
YOL051W	1
YOL052C	NA
YOL052C-A	1
YOL053W	2
YOL054W	NA
YOL055C	3
YOL056W	2
YOL057W	1
YOL058W	7
YOL059W	5
YOL060C	2
YOL061W	NA
YOL062C	NA
YOL063C	1
YOL064C	NA
YOL065C	2
YOL066C	NA
YOL067C	NA
YOL068C	1
YOL069W	NA
YOL070C	1
YOL071W	1
YOL072W	NA
YOL073C	2
YOL075C	NA
YOL076W	NA
YOL077C	NA
YOL077W-A	NA
YOL078W	1
YOL079W	NA
YOL080C	NA
YOL081W	NA
YOL082W	1
YOL083W	NA
YOL084W	NA
YOL085C	NA
YOL086W-A	NA
YOL087C	1
YOL088C	NA
YOL089C	NA
YOL090W	NA
YOL091W	NA
YOL092W	3
YOL093W	1
YOL094C	NA
YOL095C	1
YOL096C	1
YOL097C	2
YOL098C	1
YOL099C	NA
YOL100W	NA
YOL101C	2
YOL102C	1
YOL103W	NA
YOL103W-A	NA
YOL103W-B	NA
YOL104C	NA
YOL105C	NA
YOL106W	NA
YOL107W	NA
YOL108C	2
YOL109W	NA
YOL110W	NA
YOL111C	NA
YOL112W	NA
YOL113W	NA
YOL114C	NA
YOL115W	NA
YOL116W	1
YOL117W	NA
YOL118C	NA
YOL119C	NA
YOL120C	NA
YOL121C	15
YOL122C	NA
YOL123W	1
YOL124C	NA
YOL125W	1
YOL126C	NA
YOL127W	19
YOL128C	NA
YOL129W	3
YOL130W	1
YOL131W	NA
YOL132W	NA
YOL133W	NA
YOL134C	NA
YOL135C	NA
YOL136C	NA
YOL137W	NA
YOL138C	1
YOL139C	1
YOL140W	NA
YOL141W	NA
YOL142W	1
YOL143C	7
YOL144W	2
YOL145C	3
YOL146W	NA
YOL147C	4
YOL148C	NA
YOL149W	1
YOL150C	NA
YOL151W	2
YOL152W	NA
YOL154W	NA
YOL155C	NA
YOL156W	NA
YOL157C	NA
YOL158C	1
YOL159C	1
YOL159C-A	NA
YOL160W	NA
YOL161C	NA
YOL162W	NA
YOL163W	NA
YOL164W	NA
YOL165C	NA
YOL166C	NA
YOR001W	NA
YOR002W	NA
YOR003W	NA
YOR004W	NA
YOR005C	NA
YOR006C	NA
YOR007C	4
YOR008C	NA
YOR008C-A	NA
YOR008W-B	NA
YOR009W	NA
YOR010C	1
YOR011W	NA
YOR012W	NA
YOR013W	NA
YOR014W	1
YOR015W	1
YOR016C	1
YOR017W	NA
YOR018W	1
YOR019W	NA
YOR020C	NA
YOR021C	NA
YOR022C	NA
YOR023C	NA
YOR024W	NA
YOR025W	NA
YOR026W	1
YOR028C	NA
YOR029W	NA
YOR030W	NA
YOR031W	2
YOR032C	NA
YOR033C	NA
YOR034C	1
YOR035C	1
YOR036W	1
YOR037W	1
YOR038C	NA
YOR039W	2
YOR040W	NA
YOR041C	3
YOR042W	3
YOR043W	1
YOR044W	NA
YOR045W	16
YOR046C	6
YOR047C	2
YOR048C	NA
YOR049C	NA
YOR050C	NA
YOR051C	3
YOR052C	6
YOR053W	NA
YOR054C	1
YOR055W	NA
YOR056C	NA
YOR057W	1
YOR058C	1
YOR059C	NA
YOR060C	NA
YOR061W	1
YOR062C	1
YOR063W	34
YOR064C	2
YOR065W	11
YOR066W	NA
YOR067C	1
YOR068C	NA
YOR069W	1
YOR070C	NA
YOR071C	NA
YOR072W	NA
YOR073W	1
YOR074C	1
YOR075W	NA
YOR076C	1
YOR077W	NA
YOR078W	1
YOR079C	3
YOR080W	NA
YOR081C	1
YOR082C	NA
YOR083W	NA
YOR084W	NA
YOR085W	2
YOR086C	3
YOR087W	NA
YOR088W	NA
YOR089C	1
YOR090C	NA
YOR091W	1
YOR092W	NA
YOR093C	NA
YOR094W	NA
YOR095C	NA
YOR096W	42
YOR097C	NA
YOR098C	NA
YOR099W	2
YOR100C	NA
YOR101W	NA
YOR102W	NA
YOR103C	1
YOR104W	3
YOR105W	NA
YOR106W	NA
YOR107W	NA
YOR108W	NA
YOR109W	2
YOR110W	NA
YOR111W	NA
YOR112W	NA
YOR113W	NA
YOR114W	NA
YOR115C	NA
YOR116C	NA
YOR117W	NA
YOR118W	NA
YOR119C	NA
YOR120W	2
YOR121C	NA
YOR122C	13
YOR123C	1
YOR124C	4
YOR125C	NA
YOR126C	1
YOR127W	NA
YOR128C	NA
YOR129C	1
YOR130C	NA
YOR131C	NA
YOR132W	NA
YOR133W	NA
YOR134W	3
YOR135C	NA
YOR136W	9
YOR137C	NA
YOR138C	1
YOR139C	NA
YOR140W	NA
YOR141C	1
YOR142W	2
YOR142W-A	NA
YOR142W-B	NA
YOR143C	1
YOR144C	NA
YOR145C	1
YOR146W	NA
YOR147W	NA
YOR148C	2
YOR149C	1
YOR150W	1
YOR151C	7
YOR152C	1
YOR153W	3
YOR154W	NA
YOR155C	NA
YOR156C	NA
YOR157C	NA
YOR158W	NA
YOR159C	3
YOR160W	NA
YOR161C	NA
YOR162C	1
YOR163W	4
YOR164C	NA
YOR165W	3
YOR166C	NA
YOR167C	5
YOR168W	7
YOR169C	NA
YOR170W	NA
YOR171C	1
YOR172W	NA
YOR173W	2
YOR174W	2
YOR175C	1
YOR176W	2
YOR177C	NA
YOR178C	NA
YOR179C	2
YOR180C	NA
YOR181W	1
YOR182C	51
YOR183W	NA
YOR185C	1
YOR186W	NA
YOR187W	4
YOR188W	NA
YOR189W	NA
YOR190W	NA
YOR191W	1
YOR192C	NA
YOR192C-A	NA
YOR192C-B	NA
YOR193W	NA
YOR194C	1
YOR195W	NA
YOR196C	1
YOR197W	3
YOR198C	9
YOR199W	NA
YOR200W	NA
YOR201C	NA
YOR202W	NA
YOR203W	NA
YOR204W	NA
YOR205C	1
YOR206W	2
YOR207C	1
YOR208W	NA
YOR209C	4
YOR210W	NA
YOR211C	NA
YOR212W	6
YOR213C	2
YOR214C	NA
YOR215C	3
YOR216C	NA
YOR217W	NA
YOR218C	NA
YOR219C	1
YOR220W	2
YOR221C	NA
YOR222W	1
YOR223W	NA
YOR224C	2
YOR225W	NA
YOR226C	2
YOR227W	NA
YOR228C	NA
YOR229W	NA
YOR230W	19
YOR231W	NA
YOR232W	3
YOR233W	NA
YOR234C	NA
YOR235W	NA
YOR236W	NA
YOR237W	NA
YOR238W	3
YOR239W	2
YOR241W	1
YOR242C	NA
YOR243C	1
YOR244W	2
YOR245C	NA
YOR246C	4
YOR247W	3
YOR248W	15
YOR249C	NA
YOR250C	NA
YOR251C	1
YOR252W	NA
YOR253W	5
YOR254C	NA
YOR255W	NA
YOR256C	NA
YOR257W	NA
YOR258W	NA
YOR259C	NA
YOR260W	1
YOR261C	5
YOR262W	NA
YOR263C	NA
YOR264W	NA
YOR265W	NA
YOR266W	NA
YOR267C	NA
YOR268C	NA
YOR269W	NA
YOR270C	9
YOR271C	5
YOR272W	3
YOR273C	13
YOR274W	NA
YOR275C	NA
YOR276W	NA
YOR277C	NA
YOR278W	2
YOR279C	NA
YOR280C	2
YOR281C	NA
YOR282W	NA
YOR283W	1
YOR284W	NA
YOR285W	9
YOR286W	NA
YOR287C	NA
YOR288C	1
YOR289W	1
YOR290C	NA
YOR291W	NA
YOR292C	1
YOR293W	1
YOR294W	NA
YOR295W	NA
YOR296W	NA
YOR297C	1
YOR298C-A	11
YOR298W	NA
YOR299W	2
YOR300W	NA
YOR301W	NA
YOR302W	NA
YOR303W	2
YOR304C-A	2
YOR304W	NA
YOR305W	3
YOR306C	1
YOR307C	2
YOR308C	1
YOR309C	NA
YOR310C	NA
YOR311C	2
YOR312C	36
YOR313C	NA
YOR314W	NA
YOR314W-A	NA
YOR315W	NA
YOR316C	NA
YOR317W	5
YOR318C	NA
YOR319W	NA
YOR320C	1
YOR321W	1
YOR322C	NA
YOR324C	2
YOR325W	NA
YOR326W	2
YOR327C	NA
YOR328W	NA
YOR329C	NA
YOR330C	NA
YOR331C	NA
YOR332W	5
YOR333C	NA
YOR334W	NA
YOR335C	2
YOR336W	NA
YOR337W	2
YOR338W	NA
YOR339C	NA
YOR340C	3
YOR341W	2
YOR342C	NA
YOR343C	NA
YOR343W-A	NA
YOR343W-B	NA
YOR344C	4
YOR345C	NA
YOR346W	NA
YOR347C	1
YOR348C	NA
YOR349W	1
YOR350C	1
YOR351C	NA
YOR352W	NA
YOR353C	1
YOR354C	1
YOR355W	1
YOR356W	NA
YOR357C	NA
YOR358W	NA
YOR359W	NA
YOR360C	NA
YOR362C	8
YOR363C	2
YOR364W	NA
YOR365C	NA
YOR366W	NA
YOR367W	NA
YOR368W	NA
YOR369C	72
YOR370C	NA
YOR371C	1
YOR372C	NA
YOR373W	NA
YOR374W	NA
YOR376W	NA
YOR377W	1
YOR378W	NA
YOR379C	NA
YOR380W	NA
YOR381W	1
YOR382W	NA
YOR383C	2
YOR384W	NA
YOR385W	1
YOR386W	NA
YOR387C	1
YOR388C	NA
YOR389W	NA
YOR390W	NA
YOR391C	NA
YOR392W	NA
YOR393W	NA
YOR394W	NA
YOR396W	NA
YPL001W	NA
YPL002C	3
YPL003W	NA
YPL004C	12
YPL005W	1
YPL006W	NA
YPL007C	NA
YPL008W	1
YPL009C	4
YPL010W	1
YPL011C	NA
YPL012W	1
YPL013C	3
YPL014W	3
YPL015C	3
YPL016W	NA
YPL017C	NA
YPL018W	1
YPL019C	1
YPL020C	NA
YPL021W	NA
YPL022W	NA
YPL023C	2
YPL024W	1
YPL025C	NA
YPL026C	NA
YPL027W	NA
YPL028W	NA
YPL029W	NA
YPL030W	NA
YPL031C	NA
YPL032C	1
YPL033C	NA
YPL034W	NA
YPL035C	NA
YPL036W	1
YPL037C	21
YPL038W	NA
YPL039W	NA
YPL040C	1
YPL041C	NA
YPL042C	1
YPL043W	2
YPL044C	NA
YPL045W	1
YPL046C	1
YPL047W	1
YPL048W	4
YPL049C	NA
YPL050C	1
YPL051W	1
YPL052W	1
YPL053C	2
YPL054W	1
YPL055C	NA
YPL056C	NA
YPL057C	3
YPL058C	2
YPL059W	5
YPL060W	2
YPL062W	NA
YPL063W	1
YPL064C	NA
YPL065W	1
YPL066W	NA
YPL067C	4
YPL068C	NA
YPL069C	NA
YPL070W	NA
YPL071C	1
YPL072W	NA
YPL073C	NA
YPL074W	1
YPL075W	NA
YPL076W	2
YPL077C	NA
YPL078C	9
YPL079W	10
YPL080C	NA
YPL081W	NA
YPL082C	NA
YPL083C	1
YPL084W	1
YPL085W	1
YPL086C	NA
YPL087W	6
YPL088W	5
YPL089C	NA
YPL090C	NA
YPL091W	1
YPL092W	1
YPL093W	NA
YPL094C	4
YPL095C	1
YPL096W	NA
YPL097W	1
YPL098C	NA
YPL099C	NA
YPL100W	NA
YPL101W	NA
YPL102C	NA
YPL103C	NA
YPL104W	1
YPL105C	NA
YPL107W	NA
YPL108W	NA
YPL109C	NA
YPL110C	1
YPL111W	NA
YPL112C	1
YPL113C	NA
YPL114W	NA
YPL115C	1
YPL116W	1
YPL117C	2
YPL118W	NA
YPL119C	1
YPL120W	NA
YPL121C	NA
YPL122C	NA
YPL123C	3
YPL124W	NA
YPL125W	1
YPL126W	1
YPL127C	1
YPL128C	NA
YPL129W	NA
YPL130W	NA
YPL131W	83
YPL132W	NA
YPL133C	NA
YPL134C	NA
YPL135W	NA
YPL136W	NA
YPL137C	NA
YPL138C	1
YPL139C	2
YPL140C	NA
YPL141C	NA
YPL142C	NA
YPL143W	NA
YPL144W	NA
YPL145C	7
YPL146C	3
YPL147W	1
YPL148C	NA
YPL149W	2
YPL150W	NA
YPL151C	NA
YPL152W	1
YPL153C	NA
YPL154C	32
YPL155C	NA
YPL156C	NA
YPL157W	NA
YPL158C	NA
YPL159C	NA
YPL161C	NA
YPL162C	NA
YPL163C	NA
YPL164C	NA
YPL165C	NA
YPL166W	NA
YPL167C	1
YPL168W	NA
YPL169C	1
YPL170W	1
YPL171C	NA
YPL172C	NA
YPL173W	NA
YPL174C	NA
YPL175W	1
YPL176C	NA
YPL177C	2
YPL178W	NA
YPL179W	1
YPL180W	NA
YPL181W	1
YPL182C	NA
YPL183C	NA
YPL183W-A	1
YPL184C	NA
YPL185W	NA
YPL186C	NA
YPL187W	NA
YPL188W	1
YPL189W	NA
YPL190C	1
YPL191C	1
YPL192C	NA
YPL193W	NA
YPL194W	NA
YPL195W	2
YPL196W	2
YPL197C	NA
YPL198W	NA
YPL199C	NA
YPL200W	NA
YPL201C	NA
YPL202C	1
YPL203W	NA
YPL204W	2
YPL205C	NA
YPL206C	NA
YPL207W	1
YPL208W	1
YPL209C	NA
YPL210C	NA
YPL211W	5
YPL212C	NA
YPL213W	NA
YPL214C	1
YPL215W	NA
YPL216W	NA
YPL217C	1
YPL218W	15
YPL219W	2
YPL220W	NA
YPL221W	1
YPL222W	NA
YPL223C	NA
YPL224C	1
YPL225W	NA
YPL226W	2
YPL227C	1
YPL228W	NA
YPL229W	NA
YPL230W	NA
YPL231W	11
YPL232W	3
YPL233W	NA
YPL234C	10
YPL235W	1
YPL236C	NA
YPL237W	NA
YPL238C	NA
YPL239W	NA
YPL241C	NA
YPL242C	NA
YPL243W	1
YPL244C	1
YPL245W	NA
YPL246C	3
YPL247C	1
YPL248C	NA
YPL249C	NA
YPL249C-A	72
YPL250C	1
YPL251W	NA
YPL252C	1
YPL253C	NA
YPL254W	NA
YPL255W	NA
YPL256C	NA
YPL257W	1
YPL257W-A	NA
YPL257W-B	NA
YPL258C	1
YPL259C	2
YPL260W	1
YPL261C	NA
YPL262W	1
YPL263C	2
YPL264C	2
YPL265W	3
YPL266W	1
YPL267W	NA
YPL268W	NA
YPL269W	NA
YPL270W	1
YPL271W	NA
YPL272C	NA
YPL273W	1
YPL274W	NA
YPL277C	NA
YPL278C	NA
YPL279C	NA
YPL280W	NA
YPL281C	NA
YPL282C	NA
YPL283C	NA
YPR001W	NA
YPR002C-A	NA
YPR002W	NA
YPR003C	NA
YPR004C	3
YPR005C	1
YPR006C	1
YPR007C	NA
YPR008W	2
YPR009W	NA
YPR010C	2
YPR011C	NA
YPR012W	NA
YPR013C	NA
YPR014C	NA
YPR015C	NA
YPR016C	NA
YPR016W-A	NA
YPR017C	1
YPR018W	1
YPR019W	2
YPR020W	NA
YPR021C	NA
YPR022C	NA
YPR023C	2
YPR024W	1
YPR025C	NA
YPR026W	NA
YPR027C	NA
YPR028W	NA
YPR029C	NA
YPR030W	2
YPR031W	1
YPR032W	1
YPR033C	6
YPR034W	NA
YPR036W	8
YPR037C	NA
YPR038W	NA
YPR039W	NA
YPR040W	NA
YPR041W	NA
YPR042C	1
YPR043W	19
YPR044C	NA
YPR045C	NA
YPR046W	NA
YPR047W	1
YPR048W	NA
YPR049C	NA
YPR050C	NA
YPR051W	6
YPR052C	NA
YPR053C	1
YPR054W	NA
YPR055W	NA
YPR056W	1
YPR057W	NA
YPR058W	2
YPR059C	NA
YPR060C	NA
YPR061C	1
YPR062W	2
YPR063C	4
YPR064W	NA
YPR065W	NA
YPR066W	2
YPR067W	2
YPR068C	NA
YPR069C	9
YPR070W	NA
YPR071W	NA
YPR072W	NA
YPR073C	1
YPR074C	11
YPR074W-A	NA
YPR075C	2
YPR076W	NA
YPR077C	NA
YPR078C	NA
YPR079W	3
YPR080W	NA
YPR081C	NA
YPR082C	2
YPR083W	1
YPR084W	2
YPR085C	NA
YPR086W	1
YPR087W	NA
YPR088C	2
YPR089W	NA
YPR090W	NA
YPR091C	NA
YPR092W	NA
YPR093C	2
YPR094W	1
YPR095C	NA
YPR096C	NA
YPR097W	NA
YPR098C	NA
YPR099C	NA
YPR100W	2
YPR101W	NA
YPR102C	NA
YPR103W	5
YPR104C	1
YPR105C	NA
YPR106W	2
YPR107C	1
YPR108W	1
YPR109W	1
YPR110C	6
YPR111W	NA
YPR112C	2
YPR113W	4
YPR114W	NA
YPR115W	2
YPR116W	NA
YPR117W	NA
YPR118W	7
YPR119W	NA
YPR120C	2
YPR121W	1
YPR122W	NA
YPR123C	NA
YPR124W	NA
YPR125W	2
YPR126C	NA
YPR127W	3
YPR128C	NA
YPR129W	NA
YPR130C	NA
YPR131C	1
YPR132W	NA
YPR133C	1
YPR133W-A	NA
YPR134W	NA
YPR135W	NA
YPR136C	NA
YPR137C-A	NA
YPR137C-B	NA
YPR137W	NA
YPR138C	1
YPR139C	NA
YPR140W	NA
YPR141C	NA
YPR142C	NA
YPR143W	1
YPR144C	2
YPR145W	9
YPR146C	NA
YPR147C	1
YPR148C	NA
YPR149W	29
YPR150W	1
YPR151C	NA
YPR152C	NA
YPR153W	NA
YPR154W	NA
YPR155C	NA
YPR156C	1
YPR157W	1
YPR158C-C	NA
YPR158C-D	NA
YPR158W	1
YPR158W-A	NA
YPR158W-B	NA
YPR159W	NA
YPR160W	5
YPR161C	NA
YPR162C	NA
YPR163C	5
YPR164W	NA
YPR165W	NA
YPR166C	1
YPR167C	4
YPR168W	1
YPR169W	3
YPR170C	NA
YPR171W	NA
YPR172W	NA
YPR173C	NA
YPR174C	NA
YPR175W	1
YPR176C	2
YPR177C	NA
YPR178W	NA
YPR179C	NA
YPR180W	1
YPR181C	NA
YPR182W	NA
YPR183W	8
YPR184W	1
YPR185W	NA
YPR186C	NA
YPR187W	4
YPR188C	2
YPR189W	1
YPR190C	NA
YPR191W	4
YPR192W	NA
YPR193C	NA
YPR194C	NA
YPR195C	NA
YPR196W	NA
YPR197C	NA
YPR198W	NA
YPR199C	1
YPR200C	NA
YPR201W	NA
YPR202W	NA
YPR203W	NA
YPR204W	NA
	NA
